State_code,District_code,Subdistrict_code,Subdistrict,Subdistrict_name,T/r/u,Number_of_villages_habitated,Unhabitated,Number of towns,Number of households,population,Area,population density
28,540,4716,SUB-DISTRICT,Nellikudur,Urban,0,0,0,0,0,0.0,0.0
28,540,4717,SUB-DISTRICT,Kesamudram,Total,16,0,0,16650,66041,206.69345053402355,319.5118172800017
28,540,4717,SUB-DISTRICT,Kesamudram,Rural,16,0,0,16650,66041,206.69345053402355,319.5118172800017
28,540,4717,SUB-DISTRICT,Kesamudram,Urban,0,0,0,0,0,0.0,0.0
28,540,4718,SUB-DISTRICT,Mahabubabad,Total,19,0,1,28084,113812,242.8535331700819,468.6446127192724
28,540,4718,SUB-DISTRICT,Mahabubabad,Rural,19,0,0,17687,70961,225.65353317008191,314.4688186491392
28,540,4718,SUB-DISTRICT,Mahabubabad,Urban,0,0,1,10397,42851,17.2,2491.337209302326
28,540,4719,SUB-DISTRICT,Narsimhulapet,Total,18,2,0,14737,58704,208.9169523566432,280.9920369687669
28,540,4719,SUB-DISTRICT,Narsimhulapet,Rural,18,2,0,14737,58704,208.9169523566432,280.9920369687669
28,540,4719,SUB-DISTRICT,Narsimhulapet,Urban,0,0,0,0,0,0.0,0.0
28,540,4720,SUB-DISTRICT,Maripeda,Total,23,0,0,20885,83876,298.35910631814886,281.124317052219
28,540,4720,SUB-DISTRICT,Maripeda,Rural,23,0,0,20885,83876,298.35910631814886,281.124317052219
28,540,4720,SUB-DISTRICT,Maripeda,Urban,0,0,0,0,0,0.0,0.0
28,540,4721,SUB-DISTRICT,Kuravi,Total,20,0,0,16775,67179,232.7811723791368,288.5929274837735
28,540,4721,SUB-DISTRICT,Kuravi,Rural,20,0,0,16775,67179,232.7811723791368,288.5929274837735
28,540,4721,SUB-DISTRICT,Kuravi,Urban,0,0,0,0,0,0.0,0.0
28,540,4722,SUB-DISTRICT,Dornakal,Total,12,0,1,14157,55428,214.65502157630675,258.21897663035173
28,540,4722,SUB-DISTRICT,Dornakal,Rural,12,0,0,10583,41003,204.2950215763068,200.7048418685272
28,540,4722,SUB-DISTRICT,Dornakal,Urban,0,0,1,3574,14425,10.36,1392.3745173745174
28,541,0,DISTRICT,Khammam,Total,1103,120,14,754034,2797370,16029.0,174.5193087528854
28,541,0,DISTRICT,Khammam,Rural,1103,120,0,582970,2141459,15817.64,135.38422925291005
28,541,0,DISTRICT,Khammam,Urban,0,0,14,171064,655911,211.36,3103.288228614685
28,541,4723,SUB-DISTRICT,Wazeed,Total,44,17,0,7109,24816,647.8555344942105,38.30483599923891
28,541,4723,SUB-DISTRICT,Wazeed,Rural,44,17,0,7109,24816,647.8555344942105,38.30483599923891
28,541,4723,SUB-DISTRICT,Wazeed,Urban,0,0,0,0,0,0.0,0.0
28,541,4724,SUB-DISTRICT,Venkatapuram,Total,45,27,0,8798,31765,576.2762819043771,55.12113025895943
28,541,4724,SUB-DISTRICT,Venkatapuram,Rural,45,27,0,8798,31765,576.2762819043771,55.12113025895943
28,541,4724,SUB-DISTRICT,Venkatapuram,Urban,0,0,0,0,0,0.0,0.0
28,541,4725,SUB-DISTRICT,Pinapaka,Total,25,2,0,12604,48376,465.58682302125857,103.90328421685416
28,541,4725,SUB-DISTRICT,Pinapaka,Rural,25,2,0,12604,48376,465.58682302125857,103.90328421685416
28,541,4725,SUB-DISTRICT,Pinapaka,Urban,0,0,0,0,0,0.0,0.0
28,541,4726,SUB-DISTRICT,Cherla,Total,61,13,0,11091,42947,470.4224176438828,91.29454377429684
28,541,4726,SUB-DISTRICT,Cherla,Rural,61,13,0,11091,42947,470.4224176438828,91.29454377429684
28,541,4726,SUB-DISTRICT,Cherla,Urban,0,0,0,0,0,0.0,0.0
28,541,4727,SUB-DISTRICT,Manuguru,Total,4,1,1,18689,72117,332.1098838993354,217.1480088254739
28,541,4727,SUB-DISTRICT,Manuguru,Rural,4,1,0,10424,40026,286.9298838993354,139.49749484456788
28,541,4727,SUB-DISTRICT,Manuguru,Urban,0,0,1,8265,32091,45.18,710.2921646746348
28,541,4728,SUB-DISTRICT,Aswapuram,Total,10,1,0,11837,43067,212.52749670808583,202.6420141726605
28,541,4728,SUB-DISTRICT,Aswapuram,Rural,10,1,0,11837,43067,212.52749670808583,202.6420141726605
28,541,4728,SUB-DISTRICT,Aswapuram,Urban,0,0,0,0,0,0.0,0.0
28,541,4729,SUB-DISTRICT,Dummugudem,Total,80,3,0,12126,46802,318.85869434334563,146.7797517529938
28,541,4729,SUB-DISTRICT,Dummugudem,Rural,80,3,0,12126,46802,318.85869434334563,146.7797517529938
28,541,4729,SUB-DISTRICT,Dummugudem,Urban,0,0,0,0,0,0.0,0.0
28,541,4730,SUB-DISTRICT,Bhadrachalam,Total,65,8,1,24233,89048,394.54716468116015,225.6967175824495
28,541,4730,SUB-DISTRICT,Bhadrachalam,Rural,65,8,0,10811,38961,382.54716468116015,101.84626523757574
28,541,4730,SUB-DISTRICT,Bhadrachalam,Urban,0,0,1,13422,50087,12.0,4173.916666666667
28,541,4731,SUB-DISTRICT,Kunavaram,Total,50,6,0,7726,26245,214.26042439473449,122.4911230066852
28,541,4731,SUB-DISTRICT,Kunavaram,Rural,50,6,0,7726,26245,214.26042439473449,122.4911230066852
28,541,4731,SUB-DISTRICT,Kunavaram,Urban,0,0,0,0,0,0.0,0.0
28,541,4732,SUB-DISTRICT,Chintur,Total,80,9,0,10925,40725,1031.4240315557645,39.48424581359794
28,541,4732,SUB-DISTRICT,Chintur,Rural,80,9,0,10925,40725,1031.4240315557645,39.48424581359794
28,541,4732,SUB-DISTRICT,Chintur,Urban,0,0,0,0,0,0.0,0.0
28,541,4733,SUB-DISTRICT,Vararamachandrapuram,Total,55,7,0,7361,25597,472.43551926789377,54.18093889228778
28,541,4733,SUB-DISTRICT,Vararamachandrapuram,Rural,55,7,0,7361,25597,472.43551926789377,54.18093889228778
28,541,4733,SUB-DISTRICT,Vararamachandrapuram,Urban,0,0,0,0,0,0.0,0.0
28,541,4734,SUB-DISTRICT,Velairpadu,Total,20,1,0,6785,22882,480.1454909516059,47.65638838896498
28,541,4734,SUB-DISTRICT,Velairpadu,Rural,20,1,0,6785,22882,480.1454909516059,47.65638838896498
28,541,4734,SUB-DISTRICT,Velairpadu,Urban,0,0,0,0,0,0.0,0.0
28,541,4735,SUB-DISTRICT,Kukunoor,Total,18,2,0,8359,28392,307.931910786214,92.20220121879976
28,541,4735,SUB-DISTRICT,Kukunoor,Rural,18,2,0,8359,28392,307.931910786214,92.20220121879976
28,541,4735,SUB-DISTRICT,Kukunoor,Urban,0,0,0,0,0,0.0,0.0
28,541,4736,SUB-DISTRICT,Burgampahad,Total,16,1,1,17896,64580,255.2280801246072,253.0285851324463
28,541,4736,SUB-DISTRICT,Burgampahad,Rural,16,1,0,11863,42431,236.1280801246072,179.69485025926917
28,541,4736,SUB-DISTRICT,Burgampahad,Urban,0,0,1,6033,22149,19.1,1159.633507853403
28,541,4737,SUB-DISTRICT,Palwancha,Total,18,1,1,29466,113872,470.19412776899503,242.180821228684
28,541,4737,SUB-DISTRICT,Palwancha,Rural,18,1,0,8684,33673,443.81412776899504,75.87185241098673
28,541,4737,SUB-DISTRICT,Palwancha,Urban,0,0,1,20782,80199,26.38,3040.144048521608
28,541,4738,SUB-DISTRICT,Kothagudem,Total,15,1,4,48094,188191,506.9072903759579,371.2532914261785
28,541,4738,SUB-DISTRICT,Kothagudem,Rural,15,1,0,17732,68690,470.5572903759579,145.97584907274356
28,541,4738,SUB-DISTRICT,Kothagudem,Urban,0,0,4,30362,119501,36.35,3287.510316368638
28,541,4739,SUB-DISTRICT,Tekulapalle,Total,6,0,0,12445,47879,388.6842656215405,123.18224387971364
28,541,4739,SUB-DISTRICT,Tekulapalle,Rural,6,0,0,12445,47879,388.6842656215405,123.18224387971364
28,541,4739,SUB-DISTRICT,Tekulapalle,Urban,0,0,0,0,0,0.0,0.0
28,541,4740,SUB-DISTRICT,Yellandu,Total,6,0,1,24563,95394,418.8392827317255,227.75800631169943
28,541,4740,SUB-DISTRICT,Yellandu,Rural,6,0,0,15642,60338,407.9392827317255,147.90926629069034
28,541,4740,SUB-DISTRICT,Yellandu,Urban,0,0,1,8921,35056,10.9,3216.1467889908254
28,541,4741,SUB-DISTRICT,Gundala,Total,17,4,0,6871,28125,972.3073307723084,28.92603923664772
28,541,4741,SUB-DISTRICT,Gundala,Rural,17,4,0,6871,28125,972.3073307723084,28.92603923664772
28,541,4741,SUB-DISTRICT,Gundala,Urban,0,0,0,0,0,0.0,0.0
28,541,4742,SUB-DISTRICT,Bayyaram,Total,17,0,0,11779,42587,348.78542157864274,122.1008602000805
28,541,4742,SUB-DISTRICT,Bayyaram,Rural,17,0,0,11779,42587,348.78542157864274,122.1008602000805
28,541,4742,SUB-DISTRICT,Bayyaram,Urban,0,0,0,0,0,0.0,0.0
28,541,4743,SUB-DISTRICT,Garla,Total,10,1,0,10015,36998,168.08360879242102,220.1166447210899
28,541,4743,SUB-DISTRICT,Garla,Rural,10,1,0,10015,36998,168.08360879242102,220.1166447210899
28,541,4743,SUB-DISTRICT,Garla,Urban,0,0,0,0,0,0.0,0.0
28,541,4744,SUB-DISTRICT,Singareni,Total,11,0,0,14390,54897,256.0789787491892,214.37526917727848
28,541,4744,SUB-DISTRICT,Singareni,Rural,11,0,0,14390,54897,256.0789787491892,214.37526917727848
28,541,4744,SUB-DISTRICT,Singareni,Urban,0,0,0,0,0,0.0,0.0
28,541,4745,SUB-DISTRICT,Kamepalle,Total,13,0,0,11659,41955,163.18575329482732,257.099649650175
28,541,4745,SUB-DISTRICT,Kamepalle,Rural,13,0,0,11659,41955,163.18575329482732,257.099649650175
28,541,4745,SUB-DISTRICT,Kamepalle,Urban,0,0,0,0,0,0.0,0.0
28,541,4746,SUB-DISTRICT,Julurpad,Total,8,0,0,9067,33395,332.6702317740601,100.3846957448267
28,541,4746,SUB-DISTRICT,Julurpad,Rural,8,0,0,9067,33395,332.6702317740601,100.3846957448267
28,541,4746,SUB-DISTRICT,Julurpad,Urban,0,0,0,0,0,0.0,0.0
28,541,4747,SUB-DISTRICT,Chandrugonda,Total,20,0,0,13217,49041,331.4457678996617,147.96085739989337
28,541,4747,SUB-DISTRICT,Chandrugonda,Rural,20,0,0,13217,49041,331.4457678996617,147.96085739989337
28,541,4747,SUB-DISTRICT,Chandrugonda,Urban,0,0,0,0,0,0.0,0.0
28,541,4748,SUB-DISTRICT,Mulkalapalle,Total,11,3,0,9305,34794,545.301496607095,63.80690355058763
28,541,4748,SUB-DISTRICT,Mulkalapalle,Rural,11,3,0,9305,34794,545.301496607095,63.80690355058763
28,541,4748,SUB-DISTRICT,Mulkalapalle,Urban,0,0,0,0,0,0.0,0.0
28,541,4749,SUB-DISTRICT,Aswaraopeta,Total,19,1,0,15775,59652,546.4118155440495,109.17040646459282
28,541,4749,SUB-DISTRICT,Aswaraopeta,Rural,19,1,0,15775,59652,546.4118155440495,109.17040646459282
28,541,4749,SUB-DISTRICT,Aswaraopeta,Urban,0,0,0,0,0,0.0,0.0
28,541,4750,SUB-DISTRICT,Dammapeta,Total,21,1,0,14969,58444,484.57638988692906,120.60843495416132
28,541,4750,SUB-DISTRICT,Dammapeta,Rural,21,1,0,14969,58444,484.57638988692906,120.60843495416132
28,541,4750,SUB-DISTRICT,Dammapeta,Urban,0,0,0,0,0,0.0,0.0
28,541,4751,SUB-DISTRICT,Sathupalle,Total,13,1,1,20982,77043,277.8495313634933,277.2831741767792
28,541,4751,SUB-DISTRICT,Sathupalle,Rural,13,1,0,12504,45186,258.71953136349333,174.65244994014387
28,541,4751,SUB-DISTRICT,Sathupalle,Urban,0,0,1,8478,31857,19.13,1665.2901202300054
28,541,4752,SUB-DISTRICT,Penuballi,Total,21,0,0,14166,52841,258.38263112305737,204.50678039126373
28,541,4752,SUB-DISTRICT,Penuballi,Rural,21,0,0,14166,52841,258.38263112305737,204.50678039126373
28,541,4752,SUB-DISTRICT,Penuballi,Urban,0,0,0,0,0,0.0,0.0
28,541,4753,SUB-DISTRICT,Enkuru,Total,11,0,0,9694,35342,206.78911939840512,170.9084119262059
28,541,4753,SUB-DISTRICT,Enkuru,Rural,11,0,0,9694,35342,206.78911939840512,170.9084119262059
28,541,4753,SUB-DISTRICT,Enkuru,Urban,0,0,0,0,0,0.0,0.0
28,541,4754,SUB-DISTRICT,Thirumalayapalem,Total,25,0,0,16732,61502,244.3635574424449,251.6823729515625
28,541,4754,SUB-DISTRICT,Thirumalayapalem,Rural,25,0,0,16732,61502,244.3635574424449,251.6823729515625
28,541,4754,SUB-DISTRICT,Thirumalayapalem,Urban,0,0,0,0,0,0.0,0.0
28,541,4755,SUB-DISTRICT,Kusumanchi,Total,18,0,0,16137,60020,224.36743976476893,267.5076208157748
28,541,4755,SUB-DISTRICT,Kusumanchi,Rural,18,0,0,16137,60020,224.36743976476893,267.5076208157748
28,541,4755,SUB-DISTRICT,Kusumanchi,Urban,0,0,0,0,0,0.0,0.0
28,541,4756,SUB-DISTRICT,Khammam (Rural),Total,23,0,0,25665,93211,201.092249338704,463.5235833629904
28,541,4756,SUB-DISTRICT,Khammam (Rural),Rural,23,0,0,22503,81138,197.252249338704,411.3413168773405
28,541,4756,SUB-DISTRICT,Khammam (Rural),Urban,0,0,0,3162,12073,3.84,3144.010416666667
28,541,4757,SUB-DISTRICT,Khammam (Urban),Total,12,0,3,82743,313504,294.2656487304281,1065.3774959889925
28,541,4757,SUB-DISTRICT,Khammam (Urban),Rural,12,0,0,17152,63322,258.28564873042814,245.16267284400675
28,541,4757,SUB-DISTRICT,Khammam (Urban),Urban,0,0,3,65591,250182,35.98,6953.362979433019
28,541,4758,SUB-DISTRICT,Mudigonda,Total,21,2,0,16575,58485,179.17642134947113,326.4101356613719
28,541,4758,SUB-DISTRICT,Mudigonda,Rural,21,2,0,16575,58485,179.17642134947113,326.4101356613719
28,541,4758,SUB-DISTRICT,Mudigonda,Urban,0,0,0,0,0,0.0,0.0
28,541,4759,SUB-DISTRICT,Nelakondapalle,Total,22,1,0,17242,61325,202.61764077545453,302.663676100946
28,541,4759,SUB-DISTRICT,Nelakondapalle,Rural,22,1,0,17242,61325,202.61764077545453,302.663676100946
28,541,4759,SUB-DISTRICT,Nelakondapalle,Urban,0,0,0,0,0,0.0,0.0
28,541,4760,SUB-DISTRICT,Chinthakani,Total,16,0,0,13933,48909,205.50239464903729,237.9972266674953
28,541,4760,SUB-DISTRICT,Chinthakani,Rural,16,0,0,13933,48909,205.50239464903729,237.9972266674953
28,541,4760,SUB-DISTRICT,Chinthakani,Urban,0,0,0,0,0,0.0,0.0
28,541,4761,SUB-DISTRICT,Konijerla,Total,17,1,0,17135,61321,215.31885926921447,284.79158866121423
28,541,4761,SUB-DISTRICT,Konijerla,Rural,17,1,0,17135,61321,215.31885926921447,284.79158866121423
28,541,4761,SUB-DISTRICT,Konijerla,Urban,0,0,0,0,0,0.0,0.0
28,541,4762,SUB-DISTRICT,Tallada,Total,19,0,0,15199,55750,176.46807328830175,315.92116897496453
28,541,4762,SUB-DISTRICT,Tallada,Rural,19,0,0,15199,55750,176.46807328830175,315.92116897496453
28,541,4762,SUB-DISTRICT,Tallada,Urban,0,0,0,0,0,0.0,0.0
28,541,4763,SUB-DISTRICT,Kallur,Total,23,0,0,17409,63828,237.90918007061595,268.28725138329946
28,541,4763,SUB-DISTRICT,Kallur,Rural,23,0,0,17409,63828,237.90918007061595,268.28725138329946
28,541,4763,SUB-DISTRICT,Kallur,Urban,0,0,0,0,0,0.0,0.0
28,541,4764,SUB-DISTRICT,Wyra,Total,21,1,0,14899,54320,146.86302724034664,369.8684483134299
28,541,4764,SUB-DISTRICT,Wyra,Rural,21,1,0,14899,54320,146.86302724034664,369.8684483134299
28,541,4764,SUB-DISTRICT,Wyra,Urban,0,0,0,0,0,0.0,0.0
28,541,4765,SUB-DISTRICT,Bonakal,Total,18,0,0,12511,43909,170.79195685359042,257.0905609895934
28,541,4765,SUB-DISTRICT,Bonakal,Rural,18,0,0,12511,43909,170.79195685359042,257.0905609895934
28,541,4765,SUB-DISTRICT,Bonakal,Urban,0,0,0,0,0,0.0,0.0
28,541,4766,SUB-DISTRICT,Madhira,Total,23,1,1,19148,68548,204.6411192119604,334.9668935743079
28,541,4766,SUB-DISTRICT,Madhira,Rural,23,1,0,13100,45832,202.1411192119604,226.7326913924012
28,541,4766,SUB-DISTRICT,Madhira,Urban,0,0,1,6048,22716,2.5,9086.4
28,541,4767,SUB-DISTRICT,Yerrupalem,Total,21,3,0,14269,49851,257.4902252484958,193.6034657311374
28,541,4767,SUB-DISTRICT,Yerrupalem,Rural,21,3,0,14269,49851,257.4902252484958,193.6034657311374
28,541,4767,SUB-DISTRICT,Yerrupalem,Urban,0,0,0,0,0,0.0,0.0
28,541,4768,SUB-DISTRICT,Vemsoor,Total,14,0,0,12441,45078,212.0294097083305,212.6025821701323
28,541,4768,SUB-DISTRICT,Vemsoor,Rural,14,0,0,12441,45078,212.0294097083305,212.6025821701323
28,541,4768,SUB-DISTRICT,Vemsoor,Urban,0,0,0,0,0,0.0,0.0
28,542,0,DISTRICT,Srikakulam,Total,1701,101,12,681330,2703114,5837.0,463.0998800753812
28,542,0,DISTRICT,Srikakulam,Rural,1701,101,0,572382,2266411,5650.96,401.0665444455456
28,542,0,DISTRICT,Srikakulam,Urban,0,0,12,108948,436703,186.04,2347.360782627392
28,542,4769,SUB-DISTRICT,Veeraghattam,Total,39,2,0,16823,65616,142.54560186777124,460.31585078904783
28,542,4769,SUB-DISTRICT,Veeraghattam,Rural,39,2,0,16823,65616,142.54560186777124,460.31585078904783
28,542,4769,SUB-DISTRICT,Veeraghattam,Urban,0,0,0,0,0,0.0,0.0
28,542,4770,SUB-DISTRICT,Seethampeta,Total,113,5,0,12984,55848,417.8791891277092,133.64628211464282
28,542,4770,SUB-DISTRICT,Seethampeta,Rural,113,5,0,12984,55848,417.8791891277092,133.64628211464282
28,542,4770,SUB-DISTRICT,Seethampeta,Urban,0,0,0,0,0,0.0,0.0
28,542,4771,SUB-DISTRICT,Bhamini,Total,22,0,0,10429,44157,150.58431333132307,293.23771529139015
28,542,4771,SUB-DISTRICT,Bhamini,Rural,22,0,0,10429,44157,150.58431333132307,293.23771529139015
28,542,4771,SUB-DISTRICT,Bhamini,Urban,0,0,0,0,0,0.0,0.0
28,542,4772,SUB-DISTRICT,Kothuru,Total,34,2,0,17148,67093,205.7951306046804,326.0184038507766
28,542,4772,SUB-DISTRICT,Kothuru,Rural,34,2,0,17148,67093,205.7951306046804,326.0184038507766
28,542,4772,SUB-DISTRICT,Kothuru,Urban,0,0,0,0,0,0.0,0.0
28,542,4773,SUB-DISTRICT,Pathapatnam,Total,41,8,0,16074,64639,158.25248239706713,408.4548881692484
28,542,4773,SUB-DISTRICT,Pathapatnam,Rural,41,8,0,16074,64639,158.25248239706713,408.4548881692484
28,542,4773,SUB-DISTRICT,Pathapatnam,Urban,0,0,0,0,0,0.0,0.0
28,542,4774,SUB-DISTRICT,Meliaputti,Total,65,5,0,12851,52737,214.9248835728884,245.3741005848449
28,542,4774,SUB-DISTRICT,Meliaputti,Rural,65,5,0,12851,52737,214.9248835728884,245.3741005848449
28,542,4774,SUB-DISTRICT,Meliaputti,Urban,0,0,0,0,0,0.0,0.0
28,542,4775,SUB-DISTRICT,Palasa,Total,51,3,1,24307,97551,137.1109800332573,711.4747482392603
28,542,4775,SUB-DISTRICT,Palasa,Rural,51,3,0,10112,40044,104.36098003325732,383.7066304593818
28,542,4775,SUB-DISTRICT,Palasa,Urban,0,0,1,14195,57507,32.75,1755.9389312977098
28,542,4776,SUB-DISTRICT,Mandasa,Total,75,8,0,20596,82699,240.5334803991585,343.8149228238969
28,542,4776,SUB-DISTRICT,Mandasa,Rural,75,8,0,20596,82699,240.5334803991585,343.8149228238969
28,542,4776,SUB-DISTRICT,Mandasa,Urban,0,0,0,0,0,0.0,0.0
28,542,4777,SUB-DISTRICT,Kanchili,Total,51,7,0,16319,66657,115.70186371547524,576.1099939056951
28,542,4777,SUB-DISTRICT,Kanchili,Rural,51,7,0,16319,66657,115.70186371547524,576.1099939056951
28,542,4777,SUB-DISTRICT,Kanchili,Urban,0,0,0,0,0,0.0,0.0
28,542,4778,SUB-DISTRICT,Ichchapuram,Total,24,0,1,20394,88965,96.36160911878652,923.2411207489426
28,542,4778,SUB-DISTRICT,Ichchapuram,Rural,24,0,0,12104,52472,71.11160911878652,737.882332438147
28,542,4778,SUB-DISTRICT,Ichchapuram,Urban,0,0,1,8290,36493,25.25,1445.2673267326732
28,542,4779,SUB-DISTRICT,Kaviti,Total,21,0,0,18977,75974,120.18954386670264,632.1182155767201
28,542,4779,SUB-DISTRICT,Kaviti,Rural,21,0,0,18977,75974,120.18954386670264,632.1182155767201
28,542,4779,SUB-DISTRICT,Kaviti,Urban,0,0,0,0,0,0.0,0.0
28,542,4780,SUB-DISTRICT,Sompeta,Total,34,0,1,19874,78908,158.47892497350523,497.9084759263225
28,542,4780,SUB-DISTRICT,Sompeta,Rural,34,0,0,15269,60130,147.37892497350524,407.99591943563
28,542,4780,SUB-DISTRICT,Sompeta,Urban,0,0,1,4605,18778,11.1,1691.7117117117118
28,542,4781,SUB-DISTRICT,Vajrapukothuru,Total,59,0,0,18505,73212,142.72058022229157,512.9743719228868
28,542,4781,SUB-DISTRICT,Vajrapukothuru,Rural,59,0,0,18505,73212,142.72058022229157,512.9743719228868
28,542,4781,SUB-DISTRICT,Vajrapukothuru,Urban,0,0,0,0,0,0.0,0.0
28,542,4782,SUB-DISTRICT,Nandigam,Total,101,11,0,14090,56443,154.9073079724137,364.3662829002975
28,542,4782,SUB-DISTRICT,Nandigam,Rural,101,11,0,14090,56443,154.9073079724137,364.3662829002975
28,542,4782,SUB-DISTRICT,Nandigam,Urban,0,0,0,0,0,0.0,0.0
28,542,4783,SUB-DISTRICT,Hiramandalam,Total,35,4,1,13719,50018,164.8913670244563,303.3391068471247
28,542,4783,SUB-DISTRICT,Hiramandalam,Rural,35,4,0,11929,43415,162.34136702445628,267.4302970077839
28,542,4783,SUB-DISTRICT,Hiramandalam,Urban,0,0,1,1790,6603,2.55,2589.4117647058824
28,542,4784,SUB-DISTRICT,Palakonda,Total,44,0,1,19252,74972,101.80652379768397,736.4164613751949
28,542,4784,SUB-DISTRICT,Palakonda,Rural,44,0,0,14057,54212,95.65652379768396,566.7360452556252
28,542,4784,SUB-DISTRICT,Palakonda,Urban,0,0,1,5195,20760,6.15,3375.609756097561
28,542,4785,SUB-DISTRICT,Vangara,Total,32,5,0,10410,41133,119.92192991273036,342.9981491286316
28,542,4785,SUB-DISTRICT,Vangara,Rural,32,5,0,10410,41133,119.92192991273036,342.9981491286316
28,542,4785,SUB-DISTRICT,Vangara,Urban,0,0,0,0,0,0.0,0.0
28,542,4786,SUB-DISTRICT,Regidi Amadalavalasa,Total,51,0,0,17237,70493,150.64607039762438,467.93786133243634
28,542,4786,SUB-DISTRICT,Regidi Amadalavalasa,Rural,51,0,0,17237,70493,150.64607039762438,467.93786133243634
28,542,4786,SUB-DISTRICT,Regidi Amadalavalasa,Urban,0,0,0,0,0,0.0,0.0
28,542,4787,SUB-DISTRICT,Lakshminarsupeta,Total,40,8,0,7537,29107,68.06657990841008,427.6254226254085
28,542,4787,SUB-DISTRICT,Lakshminarsupeta,Rural,40,8,0,7537,29107,68.06657990841008,427.6254226254085
28,542,4787,SUB-DISTRICT,Lakshminarsupeta,Urban,0,0,0,0,0,0.0,0.0
28,542,4788,SUB-DISTRICT,Saravakota,Total,41,2,0,13425,52243,196.26395670551392,266.1874389824337
28,542,4788,SUB-DISTRICT,Saravakota,Rural,41,2,0,13425,52243,196.26395670551392,266.1874389824337
28,542,4788,SUB-DISTRICT,Saravakota,Urban,0,0,0,0,0,0.0,0.0
28,542,4789,SUB-DISTRICT,Tekkali,Total,48,4,1,18762,73993,134.8465542688765,548.7199906677785
28,542,4789,SUB-DISTRICT,Tekkali,Rural,48,4,0,11767,45362,121.2665542688765,374.0685160346996
28,542,4789,SUB-DISTRICT,Tekkali,Urban,0,0,1,6995,28631,13.58,2108.321060382916
28,542,4790,SUB-DISTRICT,Santhabommali,Total,39,0,0,17400,70561,206.85529357618591,341.1128561426541
28,542,4790,SUB-DISTRICT,Santhabommali,Rural,39,0,0,17400,70561,206.85529357618591,341.1128561426541
28,542,4790,SUB-DISTRICT,Santhabommali,Urban,0,0,0,0,0,0.0,0.0
28,542,4791,SUB-DISTRICT,Kotabommali,Total,43,0,0,19240,74718,144.56299936694683,516.8542457419686
28,542,4791,SUB-DISTRICT,Kotabommali,Rural,43,0,0,19240,74718,144.56299936694683,516.8542457419686
28,542,4791,SUB-DISTRICT,Kotabommali,Urban,0,0,0,0,0,0.0,0.0
28,542,4792,SUB-DISTRICT,Jalumuru,Total,53,1,0,15719,59599,148.47428023269552,401.40959031149225
28,542,4792,SUB-DISTRICT,Jalumuru,Rural,53,1,0,15719,59599,148.47428023269552,401.40959031149225
28,542,4792,SUB-DISTRICT,Jalumuru,Urban,0,0,0,0,0,0.0,0.0
28,542,4793,SUB-DISTRICT,Sarubujjili,Total,40,7,0,8845,33254,73.53208027607464,452.2379874899304
28,542,4793,SUB-DISTRICT,Sarubujjili,Rural,40,7,0,8845,33254,73.53208027607464,452.2379874899304
28,542,4793,SUB-DISTRICT,Sarubujjili,Urban,0,0,0,0,0,0.0,0.0
28,542,4794,SUB-DISTRICT,Burja,Total,58,6,0,11123,42308,120.08661542286714,352.3123692929364
28,542,4794,SUB-DISTRICT,Burja,Rural,58,6,0,11123,42308,120.08661542286714,352.3123692929364
28,542,4794,SUB-DISTRICT,Burja,Urban,0,0,0,0,0,0.0,0.0
28,542,4795,SUB-DISTRICT,Santhakaviti,Total,50,1,0,16863,65419,134.95977555709558,484.7296146571026
28,542,4795,SUB-DISTRICT,Santhakaviti,Rural,50,1,0,16863,65419,134.95977555709558,484.7296146571026
28,542,4795,SUB-DISTRICT,Santhakaviti,Urban,0,0,0,0,0,0.0,0.0
28,542,4796,SUB-DISTRICT,Rajam,Total,26,0,1,23493,94039,126.73579289463984,742.0082192422002
28,542,4796,SUB-DISTRICT,Rajam,Rural,26,0,0,12625,51842,97.60579289463983,531.1365080140338
28,542,4796,SUB-DISTRICT,Rajam,Urban,0,0,1,10868,42197,29.13,1448.5753518709234
28,542,4797,SUB-DISTRICT,Ganguvarisigadam,Total,42,1,0,14811,57543,144.50124230064554,398.2180297126964
28,542,4797,SUB-DISTRICT,Ganguvarisigadam,Rural,42,1,0,14811,57543,144.50124230064554,398.2180297126964
28,542,4797,SUB-DISTRICT,Ganguvarisigadam,Urban,0,0,0,0,0,0.0,0.0
28,542,4798,SUB-DISTRICT,Amadalavalasa,Total,36,2,1,22564,84093,114.96077891985968,731.492956033484
28,542,4798,SUB-DISTRICT,Amadalavalasa,Rural,36,2,0,12339,44294,95.3107789198597,464.7323262067115
28,542,4798,SUB-DISTRICT,Amadalavalasa,Urban,0,0,1,10225,39799,19.65,2025.394402035624
28,542,4799,SUB-DISTRICT,Narasannapeta,Total,43,2,1,19922,77321,121.94962025628952,634.0405147429082
28,542,4799,SUB-DISTRICT,Narasannapeta,Rural,43,2,0,13392,51041,116.76962025628951,437.10855518733086
28,542,4799,SUB-DISTRICT,Narasannapeta,Urban,0,0,1,6530,26280,5.18,5073.359073359074
28,542,4800,SUB-DISTRICT,Polaki,Total,42,0,0,17064,65622,154.84555090611238,423.7900257127093
28,542,4800,SUB-DISTRICT,Polaki,Rural,42,0,0,17064,65622,154.84555090611238,423.7900257127093
28,542,4800,SUB-DISTRICT,Polaki,Urban,0,0,0,0,0,0.0,0.0
