State_code,District_code,Subdistrict_code,Subdistrict_name,Number of households_total,population_total,Area_total,population density_total,State_name,District_name,Household density,% Rural Population,% Rural Households,% Rural Area,% Urban Population,% Urban Households,% Urban Area
9,146,767,Kiraoli,78901,506777,719.6357058382329,704.0,UTTAR PRADESH,Agra,109.64019622691731,81.24303194501724,81.60352847238946,94.81682194235306,18.756968054982764,18.39647152761055,5.183178057646944
9,146,768,Kheragarh,69272,466809,800.7530782335404,583.0,UTTAR PRADESH,Agra,86.50856535302229,92.92108763969847,92.93942718558725,99.25070534686724,7.078912360301537,7.060572814412749,0.7492946531327719
9,146,769,Fatehabad,69586,460592,623.3327801379169,739.0,UTTAR PRADESH,Agra,111.63539319174518,87.7501128981832,87.87974592590464,98.07486460164266,12.249887101816793,12.120254074095364,1.9251353983573452
9,146,770,Bah,68916,430523,884.7811876538871,487.0,UTTAR PRADESH,Agra,77.8904445094948,91.88893508593037,91.98879795693308,99.12746788610293,8.111064914069633,8.011202043066922,0.872532113897063
9,147,771,Tundla,58949,361489,385.7863011770747,937.0,UTTAR PRADESH,Firozabad,152.8022115356102,82.04482017433449,80.73589034589222,95.74894184942238,17.955179825665514,19.264109654107788,4.251058150577631
9,147,772,Firozabad,157923,956082,450.8644052359781,2121.0,UTTAR PRADESH,Firozabad,350.2671716063827,36.803119397708564,36.78374904225477,95.26465168861009,63.196880602291436,63.21625095774523,4.7353483113899
9,147,773,Jasrana,83487,505935,820.2419483214971,617.0,UTTAR PRADESH,Firozabad,101.7833825383397,96.5341397610365,96.63300873189839,98.48947008558216,3.465860238963503,3.3669912681016205,1.5105299144178481
9,147,774,Shikohabad,113907,674650,750.1102355480355,899.0,UTTAR PRADESH,Firozabad,151.85368043508805,78.28296153561107,77.72832222778231,98.28425218186803,21.717038464388942,22.271677772217686,1.7157478181319699
9,148,775,Mainpuri,121502,724487,1015.0678929832436,714.0,UTTAR PRADESH,Mainpuri,119.69839735833878,74.72666866348189,73.40126088459449,95.75397859611824,25.27333133651812,26.598739115405508,4.246021403881748
9,148,776,Karhal,56864,331718,551.9163816023917,601.0,UTTAR PRADESH,Mainpuri,103.03010002150222,91.64923217914011,91.89821328081035,98.26422981463493,8.350767820859888,8.101786719189645,1.7357701853650664
9,148,777,Bhogaon,135324,812324,1193.0052912146691,681.0,UTTAR PRADESH,Mainpuri,113.43118173618379,90.4423604374609,90.19981673612959,96.95391124686465,9.557639562539086,9.800183263870414,3.046088753135378
9,149,778,Gunnaur,91036,554275,905.769363402098,612.0,UTTAR PRADESH,Budaun,100.5068218007131,90.73726940598078,91.00136209851047,98.17834421579181,9.262730594019214,8.99863790148952,1.8216557842081882
9,149,779,Bisauli,104929,642762,932.4050664050544,689.0,UTTAR PRADESH,Budaun,112.53585354760058,81.34472790861936,81.06719781947793,93.09420311836575,18.655272091380635,18.932802180522067,6.905796881634249
9,149,780,Bilsi,67758,404198,360.7324041715592,1120.0,UTTAR PRADESH,Budaun,187.8345255830559,91.53286260694017,91.53457894270787,92.07168536309305,8.467137393059836,8.465421057292128,7.928314636906932
9,149,781,Sahaswan,66185,389829,721.9519204213827,540.0,UTTAR PRADESH,Budaun,91.67507991580617,83.01716906643682,83.23789378257914,98.96807532617245,16.98283093356318,16.762106217420865,1.0319246738275378
9,149,782,Budaun,168754,1002911,1161.4410199701665,864.0,UTTAR PRADESH,Budaun,145.29708964845648,74.57261910578306,73.19826493001648,96.5990524425412,25.427380894216935,26.80173506998353,3.400947557458804
9,149,783,Dataganj,117114,687921,1085.6899097566995,634.0,UTTAR PRADESH,Budaun,107.87057975536031,82.8609680472031,82.7791724302816,97.56560323878088,17.139031952796906,17.220827569718395,2.434396761219131
9,150,784,Baheri,110432,674598,839.831035334261,803.0,UTTAR PRADESH,Bareilly,131.4931162981456,80.11778866821425,80.89593596059113,97.6864393928635,19.882211331785747,19.104064039408865,2.3135606071364903
9,150,785,Meerganj,81556,491330,524.9563985876537,936.0,UTTAR PRADESH,Bareilly,155.35766440683233,82.31046343597988,82.71494433272844,95.70250023417267,17.68953656402011,17.285055667271568,4.29749976582733
9,150,786,Aonla,116262,704971,807.2079107827517,873.0,UTTAR PRADESH,Bareilly,144.02980749688197,85.9188533996434,85.8655450620151,96.56098514036104,14.081146600356611,14.134454937984897,3.4390148596389567
9,150,787,Bareilly,289242,1628338,728.4039995284566,2235.0,UTTAR PRADESH,Bareilly,397.0900766432436,32.67042837543557,31.146583137995176,77.3092953763301,67.32957162456444,68.85341686200482,22.690704623669905
9,150,788,Nawabganj,79444,476756,575.0122792742267,829.0,UTTAR PRADESH,Bareilly,138.16052780694218,86.57174739279631,86.76174412164544,94.75837280587427,13.428252607203687,13.238255878354563,5.24162719412572
9,150,789,Faridpur,79848,472366,644.5779664711732,733.0,UTTAR PRADESH,Bareilly,123.87640309385436,81.42774882188812,81.90562067929065,97.99869051208456,18.572251178111888,18.094379320709347,2.001309487915441
9,151,790,Pilibhit,142711,794886,1046.94846244752,759.0,UTTAR PRADESH,Pilibhit,136.31138983324468,75.01843031579372,74.03423702447604,97.62165943280633,24.98156968420629,25.96576297552396,2.378340567193694
9,151,791,Bisalpur,110111,636813,926.7314518463533,687.0,UTTAR PRADESH,Pilibhit,118.81651343614458,84.05324640043467,84.31310223320104,99.08279793643938,15.946753599565335,15.686897766798957,0.9172020635606151
9,151,792,Puranpur,109751,599308,1712.330219749943,350.0,UTTAR PRADESH,Pilibhit,64.09452962643344,91.44196306406722,91.60098769031717,99.30971258559424,8.558036935932774,8.399012309682828,0.6902874144057396
9,152,793,Powayan,121728,674066,1296.3913501349516,520.0,UTTAR PRADESH,Shahjahanpur,93.8975718924138,93.17040171140512,93.34417718191378,98.83677101066509,6.829598288594885,6.655822818086225,1.1632289893349106
9,152,794,Tilhar,128063,736697,1091.1612233447916,675.0,UTTAR PRADESH,Shahjahanpur,117.36395801111959,85.25567499256817,86.17867768207836,98.94790982721969,14.744325007431822,13.821322317921647,1.0520901727803134
9,152,795,Shahjahanpur,176012,999095,1042.4322240094868,958.0,UTTAR PRADESH,Shahjahanpur,168.84742810713243,61.317192058813234,61.51739654114492,95.9220370379098,38.68280794118677,38.48260345885508,4.077962962090198
9,152,796,Jalalabad,101698,596680,958.0142318564676,623.0,UTTAR PRADESH,Shahjahanpur,106.15499918297319,91.1247234698666,91.24073236445162,98.7474090049011,8.875276530133405,8.759267635548388,1.252590995098899
9,153,797,Nighasan,76834,416813,862.9638091154173,483.0,UTTAR PRADESH,Kheri,89.03501999551851,93.01077461595487,93.18921310877997,98.54802717476137,6.989225384045124,6.810786891220033,1.4519728252386273
9,153,798,Palia,60630,336505,1575.9264952556262,214.0,UTTAR PRADESH,Kheri,38.47260654765843,87.77848768963314,86.43740722414647,99.23854316580586,12.22151231036686,13.562592775853538,0.7614568341941302
9,153,799,Gola Gokaran Nath,133194,702701,1318.0626478699392,533.0,UTTAR PRADESH,Kheri,101.05285982820979,87.99318629118217,88.24796912773849,98.55924905916355,12.006813708817834,11.752030872261514,1.4407509408364518
9,153,800,Mohammdi,155609,817180,1324.3467161376252,617.0,UTTAR PRADESH,Kheri,117.49868678938093,91.37411586186643,92.20931951236754,98.7095524312665,8.625884138133582,7.790680487632463,1.2904475687335053
9,153,801,Lakhimpur,214080,1160089,1474.0687768706832,787.0,UTTAR PRADESH,Kheri,145.23067265183704,81.77743259353377,81.95067264573991,98.49667801477732,18.22256740646623,18.04932735426009,1.5033219852226778
9,153,802,Dhaurahara,104730,587955,1124.6311715052298,523.0,UTTAR PRADESH,Kheri,93.12386376399935,95.82995297259144,96.21884846748783,99.53762618965645,4.17004702740856,3.781151532512174,0.4623738103435468
9,154,803,Misrikh,171122,926201,1392.6489483303135,665.0,UTTAR PRADESH,Sitapur,122.87518703486836,95.71162199133882,96.00986430733629,99.47581908500689,4.288378008661187,3.9901356926637135,0.5241809149931271
9,154,804,Sitapur,159194,889474,848.29476766182,1049.0,UTTAR PRADESH,Sitapur,187.66354110469305,71.04209903830804,72.42295563903161,94.0952129012814,28.95790096169197,27.57704436096838,5.904787098718592
9,154,805,Laharpur,131326,753419,964.6710775491654,781.0,UTTAR PRADESH,Sitapur,136.13552127388917,88.31433770584496,89.93801684358009,98.49897023586654,11.685662294155046,10.0619831564199,1.5010297641334658
9,154,806,Biswan,133459,750529,967.8225471915806,775.0,UTTAR PRADESH,Sitapur,137.89614675466098,92.56790876834873,93.44068215706697,99.19716687500753,7.432091231651275,6.559317842933035,0.8028331249924813
9,154,807,Mahmudabad,104086,595252,806.8073284876567,738.0,UTTAR PRADESH,Sitapur,129.00973544093483,89.13166188437837,90.14372730242299,98.13710170082697,10.868338115621619,9.856272697577003,1.86289829917304
9,154,808,Sidhauli,102577,569117,762.7489535525758,746.0,UTTAR PRADESH,Sitapur,134.48330479148856,95.61144720681337,95.95133411973444,98.42674317098583,4.388552793186638,4.048665880265557,1.5732568290141677
9,155,809,Shahabad,134640,761209,970.1695114845954,785.0,UTTAR PRADESH,Hardoi,138.7798713587361,84.72955522070811,85.45454545454545,98.48480086974641,15.27044477929189,14.545454545454545,1.5151991302535803
9,155,810,Sawayajpur,82147,483668,1039.4495703749487,465.0,UTTAR PRADESH,Hardoi,79.0293270027213,96.13205752706402,96.41009409960193,99.4516328485331,3.8679424729359804,3.5899059003980667,0.5483671514668965
9,155,811,Hardoi,214025,1199103,1584.7580327087414,757.0,UTTAR PRADESH,Hardoi,135.05216290601703,82.27383302351842,82.87209438149749,96.62598334279419,17.726166976481586,17.127905618502513,3.3740166572058077
9,155,812,Bilgram,113287,665752,950.181292280364,701.0,UTTAR PRADESH,Hardoi,119.22672117456625,83.45675266465591,83.73776337973466,95.9407746381288,16.54324733534409,16.262236620265345,4.059225361871195
9,155,813,Sandila,186343,983113,1441.441775677261,682.0,UTTAR PRADESH,Hardoi,129.27542627411836,91.43882747964884,92.37910734505724,97.52192557460623,8.561172520351171,7.620892654942766,2.478074425393767
9,156,814,Safipur,126794,711612,1025.2596223120102,694.0,UTTAR PRADESH,Unnao,123.67013899764568,85.85577533824612,86.5813839771598,97.43772217023822,14.144224661753876,13.418616022840196,2.5622778297617805
9,156,815,Hasanganj,136124,719998,1117.2187265462471,644.0,UTTAR PRADESH,Unnao,121.84185313543003,92.18275606321129,93.04825012488614,98.44524625417824,7.817243936788714,6.951749875113866,1.554753745821765
9,156,816,Unnao,172228,876918,1000.7503103288508,876.0,UTTAR PRADESH,Unnao,172.09887243842587,63.36453351396596,64.00294957846575,96.53160237456292,36.63546648603404,35.99705042153424,3.468397625437073
9,156,817,Purwa,87629,459539,793.2857666471517,579.0,UTTAR PRADESH,Unnao,110.4633458512269,91.30628738801278,92.55155256821372,99.02431124754534,8.69371261198723,7.448447431786281,0.9756887524546626
9,156,818,Bighapur,65758,340300,621.4824272197835,548.0,UTTAR PRADESH,Unnao,105.80830144171571,96.03408756979135,96.31071504607804,99.56233678043512,3.9659124302086393,3.6892849539219563,0.43766321956486925
9,157,819,Malihabad,65863,368453,474.52025252284017,776.0,UTTAR PRADESH,Lucknow,138.7991337563191,95.16410505546162,95.39650486616158,98.73556503266187,4.8358949445383805,4.603495133838422,1.264434967338133
9,157,820,Bakshi Ka Talab,62443,349654,418.0314740727286,836.0,UTTAR PRADESH,Lucknow,149.37392008223821,81.40218616117649,81.6969075797127,88.79031773769088,18.597813838823523,18.3030924202873,11.20968226230912
9,157,821,Lucknow,641360,3391208,937.5748069422076,3617.0,UTTAR PRADESH,Lucknow,684.062749181286,13.826488967942987,13.09482973680928,57.054093495409,86.17351103205702,86.90517026319073,42.945906504590994
9,157,822,Mohanlalganj,91037,480523,697.8732955963679,689.0,UTTAR PRADESH,Lucknow,130.44918121161848,92.96037858749737,93.76736931137889,97.82195420058152,7.039621412502628,6.232630688621111,2.1780457994184794
9,158,823,Maharajganj,81804,433664,722.7646124883634,600.0,UTTAR PRADESH,Rae Bareli,113.18207696744015,95.57399276859503,95.84861375971835,99.4576380840639,4.4260072314049586,4.151386240281648,0.5423619159360977
9,158,824,Tiloi,86431,502052,672.0347974531934,747.0,UTTAR PRADESH,Rae Bareli,128.61089980391952,94.67485439755244,95.68904675405815,99.880958545148,5.325145602447555,4.31095324594185,0.11904145485200404
9,158,825,Rae Bareli,153625,831147,972.6266383055582,855.0,UTTAR PRADESH,Rae Bareli,157.94858371104732,76.98168915967933,77.08901545972336,94.84694352117319,23.018310840320666,22.910984540276647,5.153056478826812
9,158,826,Lalganj,95091,521260,715.4714212784261,729.0,UTTAR PRADESH,Rae Bareli,132.90677610866484,95.56382611364769,95.79770956241916,99.42415589533425,4.4361738863523,4.202290437580843,0.5758441046657404
9,158,827,Dalmau,54272,292749,428.5712204150446,683.0,UTTAR PRADESH,Rae Bareli,126.63472817292991,96.58991149414686,96.53228183962264,98.04466571696427,3.410088505853137,3.467718160377359,1.9553342830357325
9,158,828,Unchahar,58982,324885,428.997783666981,757.0,UTTAR PRADESH,Rae Bareli,137.4878897877619,96.6040291179956,96.83632294598353,99.61538262834458,3.3959708820044017,3.1636770540164796,0.38461737165543236
9,158,829,Salon,89502,499802,668.5390595836657,748.0,UTTAR PRADESH,Rae Bareli,133.87699449563587,94.67589165309462,95.67830886460638,98.87815081370553,5.3241083469053745,4.321691135393622,1.1218491862944617
9,159,830,Kaimganj,110754,666051,941.930497150558,707.0,UTTAR PRADESH,Farrukhabad,117.58192386279335,89.02201182792308,88.93854849486249,99.25259878289356,10.977988172076913,11.061451505137512,0.7474012171064387
9,159,831,Amritpur,31041,186183,353.4648857554635,527.0,UTTAR PRADESH,Farrukhabad,87.81919011178665,100.0,100.0,100.0,0.0,0.0,0.0
9,159,832,Farrukhabad,172349,1032970,885.6053540983709,1166.0,UTTAR PRADESH,Farrukhabad,194.61151539160173,66.78838688442065,65.31804652188292,95.33426488347423,33.21161311557935,34.68195347811708,4.66573511652576
9,160,833,Chhibramau,127649,768748,872.3602515396642,881.0,UTTAR PRADESH,Kannauj,146.32601585721847,77.63935646011437,77.88780170624133,93.89243149192504,22.360643539885633,22.112198293758667,6.107568508074956
9,160,834,Kannauj,77968,454463,488.3410161524038,931.0,UTTAR PRADESH,Kannauj,159.65892157554788,81.32697271285011,81.06659142212189,96.94885346363168,18.67302728714989,18.9334085778781,3.0511465363683348
9,160,835,Tirwa,75311,433405,732.2986014383143,592.0,UTTAR PRADESH,Kannauj,102.84192794043439,94.4435343385517,94.43109240350014,99.18066209764496,5.556465661448299,5.568907596499847,0.8193379023550428
9,161,836,Jaswantnagar,38138,214678,283.8622391972687,756.0,UTTAR PRADESH,Etawah,134.35390387904388,86.88081685128425,86.92380303109759,97.97084669793044,13.119183148715752,13.076196968902407,2.0291533020695702
9,161,837,Saifai,16664,95063,167.5203564533693,567.0,UTTAR PRADESH,Etawah,99.47447792494738,100.0,100.0,100.0,0.0,0.0,0.0
9,161,838,Etawah,102656,591152,645.4197086192038,916.0,UTTAR PRADESH,Etawah,159.05309154506594,54.639754242563676,54.70990492518703,95.0512822007974,45.36024575743633,45.29009507481297,4.948717799202586
9,161,839,Bharthana,94065,534090,708.3776820165359,754.0,UTTAR PRADESH,Etawah,132.7893331311985,86.89602875919789,86.71237973741562,98.18176089860219,13.103971240802112,13.287620262584381,1.818239101397796
9,161,840,Chakarnagar,26004,146827,505.8176939457285,290.0,UTTAR PRADESH,Etawah,51.409826724626384,100.0,100.0,100.0,0.0,0.0,0.0
9,162,841,Bidhuna,120982,678838,1111.3394681492805,611.0,UTTAR PRADESH,Auraiya,108.8614266543345,93.85965429159829,93.83709973384471,98.56029588990978,6.14034570840171,6.162900266155296,1.4397041100902217
9,162,842,Auraiya,127215,700707,904.6627741845192,775.0,UTTAR PRADESH,Auraiya,140.62145987456387,72.52218116844844,72.82002908462051,94.7637947142569,27.47781883155156,27.179970915379474,5.236205285743104
9,163,843,Rasulabad,58219,322466,644.8353476369356,500.0,UTTAR PRADESH,Kanpur Dehat,90.28506302166812,93.116793708484,93.52788608529862,98.7593732215027,6.883206291516005,6.472113914701386,1.2406267784973033
9,163,844,Derapur,51571,280186,433.6581781190631,646.0,UTTAR PRADESH,Kanpur Dehat,118.92085195690905,88.73605390704746,88.93176397587791,95.17361805771051,11.263946092952539,11.068236024122085,4.826381942289477
9,163,845,Akbarpur,98719,532513,803.3572878220592,663.0,UTTAR PRADESH,Kanpur Dehat,122.88305775831327,89.61339910950531,89.66460357175417,97.63492529562906,10.386600890494693,10.33539642824583,2.3650747043709437
9,163,846,Bhognipur,70242,382265,629.7768062921992,607.0,UTTAR PRADESH,Kanpur Dehat,111.53475215060497,86.71680640393444,87.21277867942257,95.60479209087335,13.283193596065557,12.787221320577432,4.395207909126656
9,163,847,Sikandra,51066,278754,509.3680739829024,547.0,UTTAR PRADESH,Kanpur Dehat,100.25363309620009,95.12832102857716,95.45098499980418,98.9693111390063,4.871678971422832,4.549015000195825,1.030688860993715
9,164,848,Bilhaur,96756,530025,868.0774730793715,611.0,UTTAR PRADESH,Kanpur Nagar,111.4600977453924,91.84453563511154,92.25371036421514,98.96553011931701,8.155464364888449,7.746289635784861,1.0344698806829797
9,164,849,Kanpur,655848,3470334,1122.070875568844,3093.0,UTTAR PRADESH,Kanpur Nagar,584.4978372400157,15.51833339384624,15.367585172174039,72.38498861821775,84.48166660615377,84.63241482782597,27.61501138178225
9,164,850,Ghatampur,110734,580909,1164.8527357086534,499.0,UTTAR PRADESH,Kanpur Nagar,95.06266037365961,93.00699421079722,93.31099752560189,99.65660895344281,6.993005789202784,6.689002474398108,0.3433910465571897
9,165,851,Madhogarh,56728,338320,827.3138603901119,409.0,UTTAR PRADESH,Jalaun,68.56889835406656,89.63998581224875,89.46375687491187,98.18690333642822,10.360014187751242,10.536243125088141,1.8130966635717782
9,165,852,Jalaun,48413,283787,681.7414477923014,416.0,UTTAR PRADESH,Jalaun,71.0137254479347,79.94657965304964,80.25323776671554,99.0700286713488,20.053420346950354,19.74676223328445,0.9299713286512011
9,165,853,Kalpi,61624,369860,1252.373668525793,295.0,UTTAR PRADESH,Jalaun,49.20576146617605,82.00048667063213,82.27476307931974,98.76793960239014,17.99951332936787,17.725236920680253,1.232060397609854
9,165,854,Orai,69716,396782,927.399439617484,428.0,UTTAR PRADESH,Jalaun,75.17364904679599,49.855336179564596,49.36456480578346,96.89454200965673,50.1446638204354,50.63543519421654,3.1054579903432846
9,165,855,Konch,51857,301225,876.167010346211,344.0,UTTAR PRADESH,Jalaun,59.18620467062448,79.61556975682629,80.70270166033515,99.09263874282843,20.384430243173707,19.29729833966485,0.9073612571715769
9,166,856,Moth,55845,308007,798.8194176817289,386.0,UTTAR PRADESH,Jhansi,69.90941727739792,83.07635865418644,83.5723878592533,99.10117357677194,16.92364134581357,16.42761214074671,0.8988264232280724
