State_code,District_code,Subdistrict_code,Subdistrict_name,Number of households_total,population_total,Area_total,population density_total,State_name,District_name,Household density,% Rural Population,% Rural Households,% Rural Area,% Urban Population,% Urban Households,% Urban Area
24,473,3776,Dehgam,53763,268562,612.1895997183062,438.6908894296416,GUJARAT,Gandhinagar,87.82083201795422,84.12582569388074,83.83646745903316,95.59123513166196,15.874174306119256,16.163532540966834,4.4087648683380465
24,474,3777,Mandal,15121,70346,477.972331016188,147.1758832785187,GUJARAT,Ahmadabad,31.635722444125918,100.0,100.0,100.0,0.0,0.0,0.0
24,474,3778,Detroj-Rampura,17580,83199,439.11950360197545,189.4677856882732,GUJARAT,Ahmadabad,40.0346599406224,100.0,100.0,100.0,0.0,0.0,0.0
24,474,3779,Viramgam,40833,193283,815.726616042727,236.94580537001383,GUJARAT,Ahmadabad,50.0572118120775,71.11955008976474,70.15159307422918,98.3241934575684,28.88044991023525,29.84840692577082,1.6758065424316102
24,474,3780,Sanand,47822,237845,801.517425611511,296.74339247027365,GUJARAT,Ahmadabad,59.66432977238718,59.68382770291576,58.18033541048053,80.32357189493709,40.316172297084236,41.81966458951947,19.676428105062904
24,474,3781,Ahmadabad City,1181269,5585528,474.51222188449583,11771.094067540394,GUJARAT,Ahmadabad,2489.438512897863,0.0,0.0,0.0004682459994422744,100.0,100.0,99.99953175400056
24,474,3782,Daskroi,67131,321817,501.2309683156412,642.0533054480815,GUJARAT,Ahmadabad,133.93226724515844,58.03981766034734,55.98754673697696,82.28561170145295,41.960182339652654,44.01245326302304,17.71438829854705
24,474,3783,Dholka,50721,249852,961.207068055248,259.93566662541343,GUJARAT,Ahmadabad,52.768026459294276,67.60282086995501,67.30348376412138,97.8308524049678,32.39717913004498,32.69651623587863,2.1691475950322068
24,474,3784,Bavla,31843,158191,798.5555987506012,198.09641338374112,GUJARAT,Ahmadabad,39.87574572117547,73.16029356916638,71.45683509719561,94.15444584283998,26.839706430833616,28.543164902804385,5.845554157160038
24,474,3785,Ranpur,17277,92926,491.6919893779243,188.9923000729939,GUJARAT,Ahmadabad,35.13785128339879,81.76613649570626,80.8010649997106,95.21448376050024,18.23386350429374,19.198935000289403,4.78551623949976
24,474,3786,Barwala,13615,75986,498.3272223610461,152.48213741963093,GUJARAT,Ahmadabad,27.32140527160628,76.37591135209118,75.68857877341168,93.57048971794148,23.624088647908824,24.311421226588322,6.429510282058503
24,474,3787,Dhandhuka,26922,145252,1847.139054982642,78.63620208136683,GUJARAT,Ahmadabad,14.574971996492701,77.64230440888937,76.41334224797563,96.6077269693922,22.35769559111062,23.58665775202437,3.392273030607803
24,475,3788,Halvad,32413,171000,1257.0160298529995,136.0364513569468,GUJARAT,Surendranagar,25.78566957796911,81.27251461988304,79.9463178354364,94.10190496865262,18.72748538011696,20.053682164563604,5.898095031347391
24,475,3789,Dhrangadhra,42257,218041,1381.5529084911666,157.82312690299267,GUJARAT,Surendranagar,30.586595518915072,65.54180177122652,63.89710580495539,98.96420904968248,34.45819822877349,36.10289419504461,1.0357909503175207
24,475,3790,Dasada,37840,180641,1556.5840415967202,116.04962865654284,GUJARAT,Surendranagar,24.30964148982557,83.57571094048416,84.17811839323467,95.96038515623616,16.424289059515836,15.821881606765329,4.039614843763826
24,475,3791,Lakhtar,14657,75606,758.526319280051,99.67485382941072,GUJARAT,Surendranagar,19.322994637696382,100.0,100.0,100.0,0.0,0.0,0.0
24,475,3792,Wadhwan,74287,359325,800.3010139997733,448.9873106672108,GUJARAT,Surendranagar,92.82382341205061,29.421554303207405,27.942977909997712,92.67775512277227,70.5784456967926,72.05702209000229,7.322244877227732
24,475,3793,Muli,21729,118902,942.218828398279,126.19361491865638,GUJARAT,Surendranagar,23.061521745365802,100.0,100.0,100.0,0.0,0.0,0.0
24,475,3794,Chotila,40543,220855,1070.722580584036,206.26724793599897,GUJARAT,Surendranagar,37.86508357550975,71.15075502026215,69.59031152110106,92.66383268417164,28.849244979737836,30.409688478898943,7.336167315828359
24,475,3795,Sayla,25753,138643,972.0894842519918,142.6237010543157,GUJARAT,Surendranagar,26.492417022509553,100.0,100.0,100.0,0.0,0.0,0.0
24,475,3796,Chuda,19218,97916,514.7653392191243,190.21482710653004,GUJARAT,Surendranagar,37.33351594564008,100.0,100.0,100.0,0.0,0.0,0.0
24,475,3797,Limbdi,34516,175339,1169.2234543258576,149.961925029203,GUJARAT,Surendranagar,29.520447842795786,75.60782256086782,74.48139993046703,99.47144406168594,24.392177439132194,25.518600069532972,0.5285559383140512
24,476,3798,Maliya,15982,78692,755.7583553424685,104.12322860041829,GUJARAT,Rajkot,21.146970968991575,79.7133126620241,81.58553372544112,91.91805164068323,20.286687337975906,18.41446627455888,8.081948359316765
24,476,3799,Morvi,81561,403995,1069.650576381918,377.68876016176137,GUJARAT,Rajkot,76.25013420352583,36.22569586257256,36.2501685854759,92.57421051754386,63.77430413742744,63.749831414524095,7.425789482456145
24,476,3800,Tankara,17049,87577,629.4879759374796,139.12418242711294,GUJARAT,Rajkot,27.083916852596555,100.0,100.0,100.0,0.0,0.0,0.0
24,476,3801,Wankaner,40489,219065,1127.7918434453557,194.24240499094748,GUJARAT,Rajkot,35.90112859506755,75.90349896149544,73.40759218553188,98.59903225122363,24.096501038504552,26.592407814468128,1.400967748776377
24,476,3802,Paddhari,14941,74781,625.0981447122813,119.6308141890583,GUJARAT,Rajkot,23.901846656219096,85.89615009160082,85.22187269928385,97.4212049521568,14.103849908399194,14.778127300716152,2.5787950478431956
24,476,3803,Rajkot,328601,1533821,1114.87076324646,1375.7836787589383,GUJARAT,Rajkot,294.743580003055,8.95195723620944,7.909288164065234,82.6338615754695,91.04804276379056,92.09071183593477,17.366138424530504
24,476,3804,Lodhika,11929,57415,400.9674943716048,143.19115840045998,GUJARAT,Rajkot,29.750541296857733,98.8313158582252,98.43239165059939,98.94255767374734,1.1686841417747975,1.5676083494006203,1.0574423262526347
24,476,3805,Kotda Sangani,19452,90460,543.0637226868322,166.57345394467723,GUJARAT,Rajkot,35.81900095215411,68.60380278576166,62.87271231749949,94.87352978352884,31.396197214238335,37.127287682500516,5.126470216471162
24,476,3806,Jasdan,58885,314124,1253.455081627554,250.6065072488472,GUJARAT,Rajkot,46.97814932748968,84.56564923406043,83.82100704763522,96.46736443538893,15.434350765939564,16.17899295236478,3.532635564611095
24,476,3807,Gondal,57893,285550,1145.383485480154,249.30514855493587,GUJARAT,Rajkot,50.544643548558575,60.708457362983715,60.92100944846527,93.49737437773713,39.291542637016285,39.07899055153472,6.50262562226287
24,476,3808,Jamkandorna,16133,78130,553.4716598757472,141.1635060366776,GUJARAT,Rajkot,29.148737269803142,100.0,100.0,100.0,0.0,0.0,0.0
24,476,3809,Upleta,39008,178912,798.2378932968389,224.13368433446243,GUJARAT,Rajkot,48.867637489484835,56.30309873010195,55.80393765381461,81.91767125914622,43.696901269898056,44.1960623461854,18.082328740853775
24,476,3810,Dhoraji,34044,154896,503.2478509553516,307.7926705617317,GUJARAT,Rajkot,67.64857502197341,45.41821609337878,46.50746093291035,84.21056347301726,54.58178390662122,53.49253906708965,15.789436526982751
24,476,3811,Jetpur,50619,247140,677.5151526399552,364.7741294597067,GUJARAT,Rajkot,74.71272015505744,48.16015214048717,48.45808885991426,91.45258969126341,51.83984785951282,51.54191114008574,8.547410308736593
24,477,3812,Okhamandal,32097,162828,893.563839738908,182.2231302998753,GUJARAT,Jamnagar,35.9202091362364,31.563981624781977,28.36713711561828,88.73835359884266,68.43601837521803,71.63286288438172,11.26164640115733
24,477,3813,Khambhalia,49081,268062,1724.770289893398,155.41895727840253,GUJARAT,Jamnagar,28.456543046687987,67.00651341853751,67.51696175709542,98.2374464484845,32.9934865814625,32.48303824290459,1.762553551515484
24,477,3814,Jamnagar,174916,851948,1901.3242782884488,448.0813766113132,GUJARAT,Jamnagar,91.99693182136056,23.800396268316845,22.00541974433442,95.40951530485016,76.19960373168315,77.99458025566558,4.590484695149872
24,477,3815,Jodiya,17986,85958,1470.7564686471428,58.44475399728645,GUJARAT,Jamnagar,12.229081009274228,100.0,100.0,100.0,0.0,0.0,0.0
24,477,3816,Dhrol,15560,79315,753.5262955332179,105.25843685902736,GUJARAT,Jamnagar,20.64957798053919,67.3668284687638,67.26863753213368,94.82168038045862,32.63317153123621,32.731362467866326,5.178319619541383
24,477,3817,Kalavad,29584,139729,1633.718877394071,85.52817864410086,GUJARAT,Jamnagar,18.10837862581912,79.73648991977328,79.85735532720389,97.80317161681769,20.263510080226723,20.142644672796106,2.196828383182288
24,477,3818,Lalpur,22762,118187,1464.0037023228106,80.72862098127396,GUJARAT,Jamnagar,15.54777488874206,100.0,100.0,100.0,0.0,0.0,0.0
24,477,3819,Kalyanpur,36339,196033,1934.2487297767884,101.3483927801892,GUJARAT,Jamnagar,18.787139130857025,89.9113924696352,90.41525633616774,97.84464121091546,10.088607530364785,9.584743663832246,2.1553587890845356
24,477,3820,Bhanvad,25361,125561,961.078950083793,130.64587460692255,GUJARAT,Jamnagar,26.388050635994958,82.36554344103662,80.32411971136784,96.33120671335837,17.63445655896337,19.675880288632154,3.6687932866416237
24,477,3821,Jamjodhpur,27255,132498,1447.008568321418,91.5668385804394,GUJARAT,Jamnagar,18.835410236455463,80.45857295959185,78.89194643184737,95.19836982854918,19.54142704040816,21.10805356815263,4.801630171450837
24,478,3822,Porbandar,81853,384660,1145.4951340223802,335.8023867367076,GUJARAT,Porbandar,71.45643623345221,43.53377008267041,42.849987172125644,94.9873204787548,56.46622991732959,57.15001282787436,5.0126795212451905
24,478,3823,Ranavav,24328,114568,584.5720928785557,195.9860920418611,GUJARAT,Porbandar,41.61676600092868,54.70812094127505,55.20388030253206,85.51076915373784,45.29187905872495,44.79611969746794,14.489230846262164
24,478,3824,Kutiyana,18375,86221,585.9327730990642,147.1516937753242,GUJARAT,Porbandar,31.36025299082105,80.76918616114403,81.08843537414965,93.820110145319,19.230813838855962,18.911564625850342,6.179889854680981
24,479,3825,Manavadar,28943,132830,596.7083207897483,222.60457139963864,GUJARAT,Junagadh,48.50443506752797,65.26311827147482,66.16107521680544,90.38055981454546,34.736881728525184,33.83892478319456,9.619440185454534
24,479,3826,Vanthali,20504,97189,394.0659457947179,246.63130888917,GUJARAT,Junagadh,52.031900291839015,85.02505427568964,85.06632852126414,90.95582849004515,14.974945724310365,14.933671478735858,9.04417150995485
24,479,3827,Junagadh,93406,439420,680.3149986064502,645.9066769071726,GUJARAT,Junagadh,137.2981636320408,26.152428200810157,25.920176434062054,90.97623892965015,73.84757179918984,74.07982356593796,9.023761070349853
24,479,3828,Bhesan,16034,79712,439.4885715447865,181.37445467538595,GUJARAT,Junagadh,36.48331501235872,100.0,100.0,100.0,0.0,0.0,0.0
24,479,3829,Visavadar,28798,140023,893.5868130899823,156.6977018335878,GUJARAT,Junagadh,32.22742276200097,86.06300393506781,85.85665671227169,97.0769488070579,13.936996064932188,14.143343287728314,2.9230511929420975
24,479,3830,Mendarda,14832,68531,366.8280130201979,186.82051961017115,GUJARAT,Junagadh,40.433117083627245,100.0,100.0,100.0,0.0,0.0,0.0
24,479,3831,Keshod,40722,194746,566.7711588228018,343.6060515226153,GUJARAT,Junagadh,71.84910411563749,60.875704764154335,60.53975737930357,92.6125387031046,39.124295235845665,39.46024262069643,7.387461296895392
24,479,3832,Mangrol,38058,212973,592.4531301198228,359.4765377590739,GUJARAT,Junagadh,64.23799295701724,67.23575288886384,69.1024226181092,86.98800021793983,32.76424711113615,30.8975773818908,13.01199978206017
24,479,3833,Malia,29705,160181,525.2641608927499,304.95322530239457,GUJARAT,Junagadh,56.55249722256466,85.81604559841679,85.29540481400437,95.89920622732186,14.18395440158321,14.704595185995622,4.100793772678144
24,479,3834,Talala,26193,135731,979.8749165292433,138.51870040797115,GUJARAT,Junagadh,26.730962858786782,84.48401617906005,83.96136372313214,98.99987234751227,15.515983820939946,16.038636276867866,1.0001276524877276
24,479,3835,Patan-Veraval,56757,322492,365.1470350583854,883.1839479360278,GUJARAT,Junagadh,155.43601494922396,42.3870979745234,40.24349419454869,87.65702698563786,57.6129020254766,59.75650580545131,12.342973014362146
24,479,3836,Sutrapada,24327,141968,327.1032498594083,434.0158652077564,GUJARAT,Junagadh,74.37101285436921,81.59303505015215,80.83610802811691,89.3275288414271,18.406964949847854,19.163891971883093,10.672471158572899
24,479,3837,Kodinar,40094,228809,536.8290130118509,426.2232376679479,GUJARAT,Junagadh,74.68672338526326,81.86609792446976,80.8998852696164,96.91149330641076,18.133902075530244,19.1001147303836,3.088506693589227
24,479,3838,Una,68953,388477,1566.564672859855,247.9801866659056,GUJARAT,Junagadh,44.01541870219906,84.93398579581289,84.2399895581048,97.6119721931616,15.06601420418712,15.760010441895203,2.3880278068383776
24,480,3839,Kunkavav Vadia,20808,99794,551.0793184242898,181.08826926283976,GUJARAT,Amreli,37.758629845693825,100.0,100.0,100.0,0.0,0.0,0.0
24,480,3840,Babra,26789,140521,799.9940023318962,175.65256688224716,GUJARAT,Amreli,33.48650105114908,82.01692273752677,81.25349957071933,92.54744412755419,17.983077262473223,18.746500429280673,7.45255587244581
24,480,3841,Lathi,25930,132914,647.7025409515782,205.2083967506568,GUJARAT,Amreli,40.03380928829568,71.5703387152595,72.39105283455457,91.04527212217064,28.429661284740508,27.60894716544543,8.954727877829345
24,480,3842,Lilia,12358,60423,385.9196777102673,156.56884965934054,GUJARAT,Amreli,32.02220750525678,82.85586614368701,84.0589092086098,95.29694880870358,17.144133856312994,15.941090791390192,4.703051191296412
24,480,3843,Amreli,48334,241279,833.2087031461472,289.57810820859726,GUJARAT,Amreli,58.00947567817481,51.10763887449799,51.601357222659,92.20003346645306,48.892361125502006,48.398642777341,7.799966533546946
24,480,3844,Bagasara,16741,83054,346.43327217544424,239.7402520793065,GUJARAT,Amreli,48.3238803677086,58.43547571459532,59.35726659100412,85.39112606529041,41.56452428540467,40.64273340899588,14.608873934709587
24,480,3845,Dhari,28646,139807,1049.7767050284474,133.17784566024585,GUJARAT,Amreli,27.28770781708643,88.03994077549766,88.02625148362773,97.87192839267715,11.960059224502348,11.973748516372268,2.1280716073228754
24,480,3846,Savar Kundla,47092,239272,1169.6549450946825,204.56631334177888,GUJARAT,Amreli,40.261446503941336,67.2531679427597,67.24496729805487,99.31603760292293,32.7468320572403,32.75503270194513,0.6839623970770634
24,480,3847,Khambha,17476,93431,604.195892848116,154.63693332898387,GUJARAT,Amreli,28.924393904135908,100.0,100.0,100.0,0.0,0.0,0.0
24,480,3848,Jafrabad,19475,108002,351.57655636525413,307.19340651313604,GUJARAT,Amreli,55.3933407885347,74.84583618821874,72.05134788189987,91.81686051611734,25.154163811781267,27.948652118100124,8.183139483882636
24,480,3849,Rajula,31188,175693,657.4583859238768,267.2306016039508,GUJARAT,Amreli,47.4372228991708,78.09303728663066,77.07451583942542,99.64712595509145,21.906962713369342,22.92548416057458,0.3528740449085425
24,481,3850,Botad,53495,286618,794.0702145718625,360.9479297174436,GUJARAT,Bhavnagar,67.36809795698332,54.52937359133062,52.87410038321339,98.69532947970026,45.47062640866938,47.12589961678661,1.3046705202997424
24,481,3851,Vallabhipur,15459,80192,629.3789332070223,127.41449668704172,GUJARAT,Bhavnagar,24.56230926133502,80.23244213886672,80.4321107445501,93.49994131650679,19.76755786113328,19.5678892554499,6.500058683493212
24,481,3852,Gadhada,36992,200475,900.3086289362858,222.6736405235404,GUJARAT,Bhavnagar,41.08813223717075,77.89250529991271,77.84385813148789,90.59655797145632,22.107494700087294,22.156141868512112,9.403442028543672
24,481,3853,Umrala,16842,86323,428.5322399319245,201.4387529248979,GUJARAT,Bhavnagar,39.30159374397473,81.92370515389872,81.10081938012112,95.06688224826253,18.07629484610127,18.899180619878877,4.933117751737477
24,481,3854,Bhavnagar,158301,787319,2293.2186742088934,343.3248686026886,GUJARAT,Bhavnagar,69.03005011269155,18.297030809621003,15.984106228008669,95.37942014899413,81.702969190379,84.01589377199133,4.620579851005867
24,481,3855,Ghogha,17985,100977,699.4397718246025,144.36839892101796,GUJARAT,Bhavnagar,25.713436273552475,87.91011814571635,84.98748957464554,98.29291949343221,12.089881854283648,15.012510425354462,1.707080506567787
24,481,3856,Sihor,39348,212236,740.2449919178505,286.7104841197671,GUJARAT,Bhavnagar,53.15537481456773,71.45913040200531,69.87648673376029,94.48696033805402,28.540869597994682,30.12351326623971,5.513039661945992
24,481,3857,Gariadhar,23136,118276,498.2985835375653,237.3596953864981,GUJARAT,Bhavnagar,46.429993510619404,71.29679732151915,72.29426002766252,94.45111808191291,28.703202678480842,27.705739972337483,5.548881918087078
24,481,3858,Palitana,41260,230271,755.3184213924492,304.8661246411671,GUJARAT,Bhavnagar,54.625968110159576,71.99082819807965,71.42268540959768,98.28549130628558,28.009171801920346,28.577314590402324,1.714508693714412
24,481,3859,Talaja,58712,325667,973.9215673591071,334.38729659009505,GUJARAT,Bhavnagar,60.28411523856473,83.23103046977434,80.50143071263115,96.043829268051,16.76896953022566,19.498569287368852,3.956170731949004
24,481,3860,Mahuva,77075,452011,1321.2679731124376,342.1039555929164,GUJARAT,Bhavnagar,58.334116597436854,76.28464793998376,74.80246513136555,98.9684151680531,23.71535206001624,25.197534868634445,1.0315848319468885
24,482,3861,Tarapur,16768,88522,335.3229716461357,263.99026456623653,GUJARAT,Anand,50.00552129692793,100.0,100.0,100.0,0.0,0.0,0.0
24,482,3862,Sojitra,22021,106526,168.8364705988681,630.941878979992,GUJARAT,Anand,130.42798112215237,84.31087246306066,84.46937014667817,91.50657440946522,15.689127536939337,15.530629853321829,8.493425590534784
24,482,3863,Umreth,37295,188029,233.80965635686567,804.1968964404521,GUJARAT,Anand,159.51009287262423,82.04425913024055,81.36479420833892,91.3604936961335,17.955740869759452,18.63520579166108,8.639506303866495
24,482,3864,Anand,126832,609307,445.8779015330883,1366.5332995983515,GUJARAT,Anand,284.45455485438066,43.300831928732144,42.995458559354105,71.16475170491066,56.69916807126785,57.004541440645895,28.835248295089343
24,482,3865,Petlad,60078,287924,305.0725565473694,943.7885965835584,GUJARAT,Anand,196.93020139184998,80.78312332421056,81.52401877559173,96.98760186625537,19.216876675789443,18.47598122440827,3.012398133744634
24,482,3866,Khambhat,56867,285679,1111.29171097597,257.0693159846464,GUJARAT,Anand,51.17198251218636,65.28831310666867,65.24346281674785,92.7318813591199,34.711686893331326,34.75653718325215,7.26811864088011
24,482,3867,Borsad,77616,379650,420.5915602250256,902.6571997709108,GUJARAT,Anand,184.5400795928329,83.2627419992098,84.24036281179139,94.03697021723839,16.7372580007902,15.759637188208616,5.963029782761607
24,482,3868,Anklav,30128,147108,183.1971721166772,803.0036615756699,GUJARAT,Anand,164.45668703232852,85.72273431764418,86.12586298459904,88.07841859802824,14.27726568235582,13.874137015400956,11.92158140197177
24,483,3869,Kapadvanj,55002,273168,634.4817701351953,430.5371924898541,GUJARAT,Kheda,86.6880698373417,81.94956949569494,81.86793207519727,96.97233223959977,18.050430504305044,18.132067924802733,3.0276677604002296
24,483,3870,Virpur,20097,100293,256.33757947329553,391.2535969407023,GUJARAT,Kheda,78.40052184815782,89.79190970456563,89.73976215355526,95.07680456922054,10.208090295434378,10.260237846444744,4.9231954307794785
24,483,3871,Balasinor,28821,145823,304.9583459262359,478.1735012271874,GUJARAT,Kheda,94.50798899260589,73.02894605103447,73.66156621907636,92.90394891988484,26.97105394896553,26.33843378092363,7.0960510801151635
24,483,3872,Kathlal,42337,208626,354.13008535801004,589.122496579437,GUJARAT,Kheda,119.55211305246529,89.42078168588766,89.67333538040012,95.28986643901287,10.579218314112335,10.326664619599878,4.7101335609871295
24,483,3873,Mehmedabad,52160,255978,390.6502377097696,655.261344523171,GUJARAT,Kheda,133.5209734052481,86.1831876176859,85.91257668711656,96.63381748412765,13.816812382314106,14.087423312883434,3.36618251587234
24,483,3874,Kheda,26168,128162,303.65888135351463,422.0591191956474,GUJARAT,Kheda,86.17564512969291,80.04478706636912,80.6442983797004,92.8801687262918,19.95521293363087,19.355701620299605,7.119831273708196
24,483,3875,Matar,32902,162800,386.1904752961901,421.5536384607621,GUJARAT,Kheda,85.19630106041767,100.0,100.0,100.0,0.0,0.0,0.0
24,483,3876,Nadiad,114929,550330,404.0607121002535,1361.998292631467,GUJARAT,Kheda,284.4349786016424,48.661166936201916,48.949351338652555,83.90588392967413,51.338833063798084,51.050648661347445,16.09411607032586
24,483,3877,Mahudha,26359,132560,247.7403218601713,535.0764017930799,GUJARAT,Kheda,106.39769821110289,86.63095956547978,87.24154937592473,94.4256147338847,13.369040434520219,12.758450624075268,5.574385266115296
24,483,3878,Thasra,68081,342145,670.8044038719012,510.0518094769948,GUJARAT,Kheda,101.49158175920526,87.88116149585701,87.19319633965424,95.43533110050254,12.11883850414298,12.806803660345764,4.564668899497459
24,484,3879,Khanpur,19080,96041,332.71508117821685,288.6583910170162,GUJARAT,Panch Mahals,57.34636353853738,100.0,100.0,100.0,0.0,0.0,0.0
24,484,3880,Kadana,24972,129545,423.81972785306345,305.660618150632,GUJARAT,Panch Mahals,58.92127798415672,100.0,100.0,100.0,0.0,0.0,0.0
24,484,3881,Santrampur,47191,265694,568.805260168562,467.10890106969686,GUJARAT,Panch Mahals,82.96512586050142,92.67390306141652,92.09595049903582,96.98490833314065,7.3260969385834835,7.904049500964167,3.0150916668593575
24,484,3882,Lunawada,51552,257228,623.5232972062811,412.5395172121386,GUJARAT,Panch Mahals,82.6785466252514,85.63375682274092,85.2867008069522,97.9519610482533,14.366243177259086,14.713299193047796,2.0480389517467033
24,484,3883,Shehera,50976,277559,629.1744350670988,441.1479305741332,GUJARAT,Panch Mahals,81.02045658381468,93.09155891179893,93.76961707470181,97.07712218185745,6.908441088201068,6.230382925298179,2.9228778181425605
24,484,3884,Morwa (Hadaf),31185,186920,324.0438865090501,576.8354466233067,GUJARAT,Panch Mahals,96.23696449255199,100.0,100.0,100.0,0.0,0.0,0.0
24,484,3885,Godhra,87300,462516,764.6902711773938,604.8409629795133,GUJARAT,Panch Mahals,114.16386907287857,64.87991766771312,62.639175257731964,95.40467541899089,35.120082332286884,37.360824742268036,4.59532458100911
24,484,3886,Kalol,43504,216371,399.79026256783095,541.2112806606667,GUJARAT,Panch Mahals,108.817057525554,84.96471338580494,84.36235748436926,97.95642846638519,15.035286614195062,15.637642515630745,2.0435715336147853
24,484,3887,Ghoghamba,35555,218467,499.2589218853745,437.58256572560185,GUJARAT,Panch Mahals,71.2155525748684,100.0,100.0,100.0,0.0,0.0,0.0
24,484,3888,Halol,47396,237959,518.4221160614749,459.0062665686559,GUJARAT,Panch Mahals,91.42356880928233,72.99324673578221,70.34981855008861,94.79381778596816,27.006753264217785,29.650181449911383,5.206182214031839
24,484,3889,Jambughoda,7900,42476,146.75674032565405,289.4313399558038,GUJARAT,Panch Mahals,53.83057692934481,100.0,100.0,100.0,0.0,0.0,0.0
24,485,3890,Fatepura,39714,238116,325.5913922407265,731.3338302996308,GUJARAT,Dohad,121.97496907607861,100.0,100.0,100.0,0.0,0.0,0.0
24,485,3891,Jhalod,76122,473273,804.3298936814786,588.4065775969034,GUJARAT,Dohad,94.6402721047503,92.35789914066511,91.43480202832296,98.50185849181284,7.642100859334887,8.565197971677046,1.4981415081871745
24,485,3892,Limkheda,48869,306269,594.810325254086,514.9019561305877,GUJARAT,Dohad,82.15896383292363,98.71877336589729,98.45300701876445,99.59482882228541,1.2812266341027005,1.5469929812355483,0.40517117771459615
24,485,3893,Dohad,73802,480845,616.0051321500075,780.5860290834496,GUJARAT,Dohad,119.80744339322807,72.85965331863699,67.09032275548088,95.77763258088147,27.140346681363013,32.909677244519116,4.2223674191185365
24,485,3894,Garbada,29325,198879,258.29376537407785,769.9721273255299,GUJARAT,Dohad,113.53351854052546,100.0,100.0,100.0,0.0,0.0,0.0
24,485,3895,Devgadbaria,40494,249335,574.5036147788684,434.0007505365677,GUJARAT,Dohad,70.48519619077855,91.56556440130747,90.10717637180818,98.34813920123848,8.434435598692522,9.892823628191831,1.6518607987615164
24,485,3896,Dhanpur,25946,180369,468.4658765207551,385.0205725539305,GUJARAT,Dohad,55.385037204199605,100.0,100.0,100.0,0.0,0.0,0.0
24,486,3897,Savli,52708,255009,794.9376414185751,320.7912001058769,GUJARAT,Vadodara,66.30457189817051,92.75829480528138,93.15473931850953,98.00990679322102,7.241705194718618,6.845260681490475,1.9900932067789658
24,486,3898,Vadodara,447490,2009434,670.6771873187846,2996.126956447202,GUJARAT,Vadodara,667.2211437352798,9.301226116408898,8.57494022212787,53.52458591202335,90.6987738835911,91.42505977787214,46.47541408797665
24,486,3899,Vaghodia,32020,149914,566.3751573083923,264.6902818132815,GUJARAT,Vadodara,56.5349655379836,83.9561348506477,83.55715178013742,94.79496944391082,16.043865149352296,16.442848219862586,5.205030556089183
24,486,3900,Jetpur Pavi,49416,261425,806.3400111647294,324.21186643383965,GUJARAT,Vadodara,61.284320901576436,96.99187147365402,96.69742593491986,99.45308431444076,3.0081285263459883,3.3025740650801363,0.546915685559236
24,486,3901,Chhota Udaipur,41803,241377,772.5161897092258,312.4555876179812,GUJARAT,Vadodara,54.112781786145604,89.31671203138659,87.33583714087506,99.48091702757591,10.683287968613413,12.664162859124945,0.5190829724240936
24,486,3902,Kavant,37414,210002,613.9822069074046,342.03271306145626,GUJARAT,Vadodara,60.93661930115582,95.4509957048028,94.52344042337093,99.66774281452302,4.5490042951971885,5.476559576629069,0.3322571854769816
24,486,3903,Nasvadi,29033,155443,538.3815534030301,288.7227450819364,GUJARAT,Vadodara,53.92643900313208,94.8045264180439,93.90348913305549,99.38705180756266,5.195473581956087,6.096510866944511,0.6129481924373501
24,486,3904,Sankheda,42948,203584,724.0366712288802,281.179128198665,GUJARAT,Vadodara,59.31743750921618,89.61853583778687,89.6176771910217,98.99176377522288,10.38146416221314,10.3823228089783,1.0082362247771215
24,486,3905,Dabhoi,38972,180518,635.438106530541,284.08431622966225,GUJARAT,Vadodara,61.33091421410827,71.61501900087526,73.67597249307195,96.25140517145627,28.384980999124743,26.32402750692805,3.7485948285437214
24,486,3906,Padra,55104,265901,535.0816575343102,496.9353672583143,GUJARAT,Vadodara,102.98241254227005,82.4521156370228,82.61650696864112,98.68618183766668,17.547884362977197,17.383493031358885,1.3138181623333305
24,486,3907,Karjan,35374,167579,596.2493356173048,281.0552397957865,GUJARAT,Vadodara,59.327529419176344,81.85631851246278,81.70124950528637,97.36519622554627,18.143681487537222,18.29875049471363,2.634803774453724
24,486,3908,Sinor,14824,65440,291.98428185882324,224.1216533417397,GUJARAT,Vadodara,50.76985619098333,100.0,100.0,100.0,0.0,0.0,0.0
24,487,3909,Tilakwada,13240,63871,247.6918530753553,257.8647590018575,GUJARAT,Narmada,53.45351425818593,100.0,100.0,100.0,0.0,0.0,0.0
24,487,3910,Nandod,50839,241053,1106.3938991285818,217.8726764399716,GUJARAT,Narmada,45.950181070269664,82.72869451946252,81.85251480162867,99.03018264937549,17.271305480537475,18.14748519837133,0.9698173506245078
24,487,3911,Dediapada,35271,174449,1052.9081358781962,165.68302025180745,GUJARAT,Narmada,33.49864893064162,94.82599498993976,94.74072183947152,99.446295474283,5.174005010060247,5.2592781605284795,0.5537045257169932
24,487,3912,Sagbara,22824,110924,410.0061119178668,270.5423084576371,GUJARAT,Narmada,55.66746284155917,89.89127691031698,90.6633368384157,97.90978725660638,10.108723089683027,9.336663161584296,2.09021274339363
24,488,3913,Jambusar,40620,197038,1443.7125176581624,136.48008006442598,GUJARAT,Bharuch,28.135795390823006,78.00221277114059,79.46085672082718,97.31941092657594,21.99778722885941,20.539143279172823,2.6805890734240534
