sdtname,dtname,stname,number_of_cell_towers
Sasaram,Rohtas,BIHAR,1
Satara,Satara,MAHARASHTRA,2
Sathupalle,Khammam,TELANGANA,1
Sattenapalle,Guntur,ANDHRA PRADESH,1
Sausar,Chhindwara,MADHYA PRADESH,1
Savanur,Haveri,KARNATAKA,1
Savar Kundla,Amreli,GUJARAT,3
Savli,Vadodara,GUJARAT,1
Sawai Madhopur,Sawai Madhopur,RAJASTHAN,1
Seethanagaram,Vizianagaram,ANDHRA PRADESH,1
Seloo,Wardha,MAHARASHTRA,1
Seoni,Seoni,MADHYA PRADESH,1
Serampur Uttarpara,Hugli,WEST BENGAL,4
Shahapur,Thane,MAHARASHTRA,1
Shahbad,Kurukshetra,HARYANA,1
Shahjahanpur,Shahjahanpur,UTTAR PRADESH,2
Shahpura,Bhilwara,RAJASTHAN,1
Shamgarh,Mandsaur,MADHYA PRADESH,1
Shamirpet,Rangareddy,TELANGANA,1
Shamshabad,Ranga Reddy,TELANGANA,1
Shegaon,Buldana,MAHARASHTRA,2
Sheikhpura,Sheikhpura,BIHAR,1
Shella Bholaganj,East Khasi Hills,MEGHALAYA,2
Sheosagar,Rohtas,BIHAR,1
Shevgaon,Ahmadnagar,MAHARASHTRA,2
Shimla   ( Rural ),Shimla,HIMACHAL PRADESH,2
Shimoga,Shivamogga,KARNATAKA,3
Shirala,Sangli,MAHARASHTRA,1
Shirol,Kolhapur,MAHARASHTRA,3
Shivpuri,Shivpuri,MADHYA PRADESH,3
Sholinganallur,Kancheepuram,TAMILNADU,8
Shopian,Shupiyan,JAMMU & KASHMIR,3
Shrirangapattana,Mandya,KARNATAKA,1
Shujalpur,Shajapur,MADHYA PRADESH,1
Siana,Bulandshahr,UTTAR PRADESH,1
Sibsagar,Sivasagar,ASSAM,2
Siddipet,Medak,TELANGANA,1
Sidlaghatta,Chikkaballapura,KARNATAKA,2
Sidli (Pt),Chirang,ASSAM,1
Sikanderpur,Ballia,UTTAR PRADESH,1
Sikar,Sikar,RAJASTHAN,2
Sikrai,Dausa,RAJASTHAN,1
Silao,Nalanda,BIHAR,1
Sillod,Aurangabad,MAHARASHTRA,2
Silwani,Raisen,MADHYA PRADESH,1
Simdega,Simdega,JHARKHAND,1
Simri Bakhtiarpur,Saharsa,BIHAR,1
Sindkhed Raja,Buldana,MAHARASHTRA,1
Singoli,Neemuch,MADHYA PRADESH,1
Singrauli,Singrauli,MADHYA PRADESH,6
Singur,Hugli,WEST BENGAL,2
Sinnar,Nashik,MAHARASHTRA,3
Sira,Tumakuru,KARNATAKA,1
Sircilla,Rajanna Sircilla,TELANGANA,1
Sirkali,Nagapattinam,TAMILNADU,1
Sirsa,Sirsa,HARYANA,2
Sirsi,Uttara Kannada,KARNATAKA,1
Siruguppa,Ballari,KARNATAKA,2
Sissibargaon,Dhemaji,ASSAM,1
Sitamau,Mandsaur,MADHYA PRADESH,1
Sitapur,Surguja,CHATTISGARH,1
Sivakasi,Virudhunagar,TAMILNADU,2
Siwan,Siwan,BIHAR,1
Sohagpur,Shahdol,MADHYA PRADESH,1
Sohna,Gurgaon,HARYANA,1
Sojitra,Anand,GUJARAT,1
Solan,Solan,HIMACHAL PRADESH,2
Solapur North,Solapur,MAHARASHTRA,3
Somvarpet,Kodagu,KARNATAKA,1
Sonarpur,South Twenty Four Parganas,WEST BENGAL,11
Sonepur,Saran,BIHAR,1
Sonipat,Sonipat,HARYANA,3
Sopore,Baramula,JAMMU & KASHMIR,2
Sri Madhopur,Sikar,RAJASTHAN,1
Srikakulam,Srikakulam,ANDHRA PRADESH,1
Srikalahasti,Chittoor,ANDHRA PRADESH,1
Srinagar (North),Srinagar,JAMMU & KASHMIR,1
Srinagar (South),Srinagar,JAMMU & KASHMIR,2
Srinivaspur,Kolar,KARNATAKA,1
Sriperumbudur,Kancheepuram,TAMILNADU,8
Srirangam,Tiruchirappalli,TAMILNADU,1
Srungavarapukota,Vizianagaram,ANDHRA PRADESH,1
Sullurpeta,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,1
Sultanganj,Bhagalpur,BIHAR,1
Sulur,Coimbatore,TAMILNADU,3
Sulya,Dakshina Kannada,KARNATAKA,1
Sundargarh Town,Sundargarh,ODISHA,1
Sundarnagar,Mandi,HIMACHAL PRADESH,1
Sunderbani,Rajouri,JAMMU & KASHMIR,2
Surajpur,Surajpur,CHATTISGARH,1
Surankote,Punch,JAMMU & KASHMIR,1
Surat City,Surat,GUJARAT,2
Suryapet,Nalgonda,TELANGANA,1
Susner,Agar Malwa,MADHYA PRADESH,1
Sutahata,Purba Medinipur,WEST BENGAL,1
Tadepalle,Guntur,ANDHRA PRADESH,1
Tadepalligudem,West Godavari,ANDHRA PRADESH,3
Tadpatri,Anantapur,ANDHRA PRADESH,2
Talaja,Bhavnagar,GUJARAT,1
Talappilly,Thrissur,KERALA,3
Taliparamba,Kannur,KERALA,5
Talod,Sabar Kantha,GUJARAT,1
Tambaram,Kancheepuram,TAMILNADU,4
Tamluk,Purba Medinipur,WEST BENGAL,1
Tandur,Rangareddy,TELANGANA,1
Tanuku,West Godavari,ANDHRA PRADESH,2
Tarabganj,Gonda,UTTAR PRADESH,1
Tarana,Ujjain,MADHYA PRADESH,2
Tarapur,Munger,BIHAR,1
Tarikere,Chikkamagaluru,KARNATAKA,1
Tasgaon,Sangli,MAHARASHTRA,1
Telhara,Akola,MAHARASHTRA,1
Telkapalle,Mahbubnagar,TELANGANA,1
Tenali,Guntur,ANDHRA PRADESH,1
Tengakhat,Dibrugarh,ASSAM,1
Tenkasi,Tirunelveli,TAMILNADU,2
Tezpur,Sonitpur,ASSAM,2
Thadlaskein,West Jaintia Hills,MEGHALAYA,1
Thakurpukur Mahestola,South Twenty Four Parganas,WEST BENGAL,7
Thalassery,Kannur,KERALA,5
Thanamandi,Rajouri,JAMMU & KASHMIR,1
Thane,Thane,MAHARASHTRA,3
Thanesar,Kurukshetra,HARYANA,2
Thanjavur,Thanjavur,TAMILNADU,5
Tharad,Banas Kantha,GUJARAT,1
Tharangambadi,Nagapattinam,TAMILNADU,1
Thasra,Kheda,GUJARAT,1
Thathri,Doda,JAMMU & KASHMIR,1
The Dangs,The Dangs,GUJARAT,1
Theog,Shimla,HIMACHAL PRADESH,2
Thirumayam,Pudukkottai,TAMILNADU,1
Thiruvalla,Pathanamthitta,KERALA,2
Thiruvananthapuram,Thiruvananthapuram,KERALA,6
Thiruverumbur,Tiruchirappalli,TAMILNADU,2
Thiruvidaimarudur,Thanjavur,TAMILNADU,1
Thodupuzha,Idukki,KERALA,1
Thoothukkudi,Thoothukkudi,TAMILNADU,3
Thorrur,Warangal,TELANGANA,1
Thoubal,Thoubal,MANIPUR,1
Thrissur,Thrissur,KERALA,3
Tibi,Hanumangarh,RAJASTHAN,1
Tijara,Alwar,RAJASTHAN,1
Tilda,Raipur,CHATTISGARH,1
Tindivanam,Viluppuram,TAMILNADU,1
Tinsukia,Tinsukia,ASSAM,2
Tiptur,Tumakuru,KARNATAKA,2
Tirora,Gondiya,MAHARASHTRA,1
Tirthahalli,Shivamogga,KARNATAKA,1
Tiruchengode,Namakkal,TAMILNADU,3
Tiruchirappalli,Tiruchirappalli,TAMILNADU,2
Tirukalukundram,Kancheepuram,TAMILNADU,2
Tirumakudal - Narsipur,Mysuru,KARNATAKA,1
Tirunelveli,Tirunelveli,TAMILNADU,1
Tirupathur,Vellore,TAMILNADU,2
Tirupati (Urban),Chittoor,ANDHRA PRADESH,4
Tiruppur,Tiruppur,TAMILNADU,2
Tirur,Malappuram,KERALA,15
Tirurangadi,Malappuram,KERALA,9
Tiruvannamalai,Tiruvannamalai,TAMILNADU,1
Tiswadi,North Goa,GOA,5
Tlangnuam (Part),Kolasib,MIZORAM,2
Tonk,Tonk,RAJASTHAN,1
Tosham,Bhiwani,HARYANA,2
Tral,Pulwama,JAMMU & KASHMIR,1
Trimbakeshwar,Nashik,MAHARASHTRA,1
Tumkur,Tumakuru,KARNATAKA,3
Tumsar,Bhandara,MAHARASHTRA,1
Tundla,Firozabad,UTTAR PRADESH,1
Tuni,East Godavari,ANDHRA PRADESH,1
Uchkagaon,Gopalganj,BIHAR,1
Udaipura,Raisen,MADHYA PRADESH,1
Udalguri,Udalguri,ASSAM,1
Udgir,Latur,MAHARASHTRA,2
Udhagamandalam,The Nilgiris,TAMILNADU,2
Udhampur,Udhampur,JAMMU & KASHMIR,2
Udumbanchola,Idukki,KERALA,1
Udupi,Udupi,KARNATAKA,5
Ujjain,Ujjain,MADHYA PRADESH,3
Ulhasnagar,Thane,MAHARASHTRA,4
Uluberia - I,Haora,WEST BENGAL,1
Umarga,Osmanabad,MAHARASHTRA,1
Umbergaon,Valsad,GUJARAT,3
Umrala,Bhavnagar,GUJARAT,1
Umreth,Anand,GUJARAT,1
Una,Gir Somnath,GUJARAT,1
Una,Una,HIMACHAL PRADESH,1
Unjha,Mahesana,GUJARAT,2
Upleta,Rajkot,GUJARAT,1
Uppal,Rangareddy,TELANGANA,1
Uran,Raigarh,MAHARASHTRA,1
Uthiramerur,Kancheepuram,TAMILNADU,1
Vada,Palghar,MAHARASHTRA,1
Vadakara,Kozhikode,KERALA,7
Vadali,Sabar Kantha,GUJARAT,1
Vadodara,Vadodara,GUJARAT,4
Vagra,Bharuch,GUJARAT,1
Vaijapur,Aurangabad,MAHARASHTRA,2
Valsad,Valsad,GUJARAT,3
Varadaiahpalem,Chittoor,ANDHRA PRADESH,1
Varanasi,Varanasi,UTTAR PRADESH,2
Vasai,Palghar,MAHARASHTRA,1
Vasant Vihar,NEW DELHI,DELHI,1
Vav,Banas Kantha,GUJARAT,1
Vellore,Vellore,TAMILNADU,3
Velpur,Nizamabad,TELANGANA,1
Vempalle,Y.S.R.,ANDHRA PRADESH,1
Vetapalem,Prakasam,ANDHRA PRADESH,2
Vicarabad,Rangareddy,TELANGANA,1
Vidisha,Vidisha,MADHYA PRADESH,3
Vijayapuram,Chittoor,ANDHRA PRADESH,1
Vijayawada (Urban),Krishna,ANDHRA PRADESH,2
Vijaypur,Sheopur,MADHYA PRADESH,1
Vijayraghavgarh,Katni,MADHYA PRADESH,1
Villianur Taluk,Puducherry,PUDUCHERRY,2
Viluppuram,Viluppuram,TAMILNADU,1
Vinukonda,Guntur,ANDHRA PRADESH,2
Viramgam,Ahmadabad,GUJARAT,3
Virudhunagar,Virudhunagar,TAMILNADU,2
Visakhapatnam (Urban),Visakhapatnam,ANDHRA PRADESH,3
Visavadar,Junagadh,GUJARAT,1
Visnagar,Mahesana,GUJARAT,2
Vivek Vihar,Shahdara,DELHI,1
Vizianagaram,Vizianagaram,ANDHRA PRADESH,3
Vyara,Tapi,GUJARAT,2
Wadhwan,Surendranagar,GUJARAT,1
Wai,Satara,MAHARASHTRA,1
Wallajah,Vellore,TAMILNADU,3
Walwa,Sangli,MAHARASHTRA,2
Wanaparthy,Mahbubnagar,TELANGANA,1
Wangoi,Imphal West,MANIPUR,2
Wani,Yavatmal,MAHARASHTRA,1
Warangal,Warangal,TELANGANA,4
Wardha,Wardha,MAHARASHTRA,2
Warisaliganj,Nawada,BIHAR,1
Warora,Chandrapur,MAHARASHTRA,1
Warud,Amravati,MAHARASHTRA,2
Washim,Washim,MAHARASHTRA,1
Yadgir,Yadgir,KARNATAKA,3
Yavatmal,Yavatmal,MAHARASHTRA,2
Yawal,Jalgaon,MAHARASHTRA,2
Yeleswaram,East Godavari,ANDHRA PRADESH,1
Yellandu,Bhadradri Kothagudem,TELANGANA,2
Yemmiganur,Kurnool,ANDHRA PRADESH,1
Yerraguntla,Y.S.R.,ANDHRA PRADESH,1
Zahirabad,Medak,TELANGANA,1
